guest_id,customer_key,loyalty_tier,preferred_room_type,special_requests,created_at,updated_at
CUS0001761,1906,BLUE,SUT,Non-smoking,2022-10-27 01:45:16,2024-08-02 16:58:13
CUS0001762,1907,BLUE,STD,,2022-10-05 07:11:31,2025-11-06 13:56:00
CUS0001763,1908,BLUE,SUT,King bed,2022-03-28 22:11:57,2022-03-28 22:11:57
CUS0001764,1909,BLUE,EXE,King bed,2023-05-27 17:28:47,2025-08-01 12:21:16
CUS0001765,1910,BLUE,SUP,,2023-01-07 01:54:29,2023-01-07 01:54:29
CUS0001766,1911,BLUE,STD,Non-smoking,2021-05-31 05:13:48,2021-05-31 05:13:48
CUS0001767,1912,BLUE,STD,Near elevator,2022-07-22 20:30:54,2025-01-13 14:44:23
CUS0001768,1913,BLUE,SUP,Near elevator,2022-06-19 07:45:08,2024-12-09 20:31:17
CUS0001769,1914,BLUE,SUT,High floor,2022-01-07 23:30:44,2022-01-07 23:30:44
CUS0001770,1915,SILVER,SUP,Non-smoking,2021-08-12 16:08:14,2025-12-10 02:13:25
CUS0001771,1916,GOLD,SUT,High floor,2022-01-30 03:07:16,2025-08-15 09:11:55
CUS0001772,1917,PLATINUM,STD,Non-smoking,2021-06-28 06:57:00,2022-05-03 21:59:06
CUS0001773,1918,BLUE,EXE,Non-smoking,2022-01-21 21:00:09,2023-11-05 03:20:32
CUS0001774,1919,BLUE,STD,,2022-07-29 03:52:27,2023-10-12 17:19:33
CUS0001775,1921,BLUE,SUP,,2024-04-27 12:12:07,2025-03-01 20:39:52
CUS0001776,1922,BLUE,DLX,,2023-01-11 11:58:59,2023-01-11 11:58:59
CUS0001777,1923,BLUE,EXE,Near elevator,2023-02-08 06:19:08,2024-01-25 11:43:27
CUS0001778,1924,BLUE,EXE,Near elevator,2023-04-27 12:26:40,2024-12-05 20:52:18
CUS0001779,1925,GOLD,DLX,,2022-03-05 09:58:50,2025-02-13 06:30:45
CUS0001780,1926,BLUE,SUP,High floor,2023-01-18 05:16:48,2023-01-18 05:16:48
CUS0001781,1927,BLUE,EXE,Near elevator,2022-06-27 21:53:10,2024-02-29 09:38:02
CUS0001782,1928,BLUE,EXE,Non-smoking,2022-07-16 05:59:58,2022-07-16 05:59:58
CUS0001783,1930,BLUE,DLX,Near elevator,2022-09-21 19:30:16,2025-12-18 04:36:30
CUS0001784,1931,BLUE,EXE,Near elevator,2022-04-01 12:33:31,2022-12-04 15:02:11
CUS0001785,1932,BLUE,DLX,King bed,2022-04-12 07:10:55,2022-04-12 07:10:55
CUS0001786,1933,BLUE,STD,,2022-04-03 10:43:02,2023-08-29 00:11:55
CUS0001787,1934,BLUE,STD,Near elevator,2023-01-25 12:16:15,2023-01-25 12:16:15
CUS0001788,1935,BLUE,SUP,High floor,2022-09-21 16:38:54,2024-05-14 08:16:58
CUS0001789,1936,BLUE,EXE,Non-smoking,2021-09-18 06:03:31,2022-07-23 01:40:15
CUS0001790,1937,GOLD,STD,,2022-09-26 07:27:56,2022-10-23 22:20:13
CUS0001791,1938,BLUE,SUP,,2022-01-08 22:36:29,2022-01-08 22:36:29
CUS0001792,1939,BLUE,DLX,King bed,2023-05-12 09:24:22,2023-05-12 09:24:22
CUS0001793,1940,BLUE,SUP,High floor,2021-06-21 08:54:47,2021-06-21 08:54:47
CUS0001794,1941,BLUE,DLX,King bed,2021-12-06 13:12:33,2024-09-23 01:01:30
CUS0001795,1942,BLUE,SUT,,2021-09-25 01:39:00,2021-09-25 01:39:00
CUS0001796,1943,PLATINUM,DLX,,2023-05-10 06:39:50,2025-05-18 07:54:53
CUS0001797,1944,BLUE,SUP,Near elevator,2022-08-11 15:33:27,2023-06-14 10:09:46
CUS0001798,1945,BLUE,STD,High floor,2022-09-14 19:05:23,2025-07-09 18:53:13
CUS0001799,1946,BLUE,DLX,,2023-04-16 15:31:05,2025-09-21 19:32:19
CUS0001800,1947,BLUE,DLX,Non-smoking,2022-05-02 23:02:17,2022-05-02 23:02:17
CUS0001801,1948,BLUE,STD,Non-smoking,2023-03-09 19:39:25,2023-03-09 19:39:25
CUS0001802,1949,BLUE,DLX,,2021-10-04 02:06:20,2024-09-07 23:46:06
CUS0001803,1950,BLUE,SUT,,2021-09-06 06:16:38,2023-11-15 16:29:02
CUS0001804,1951,SILVER,SUP,High floor,2021-11-25 04:32:33,2023-10-15 00:54:31
CUS0001805,1952,BLUE,EXE,King bed,2022-05-02 16:31:41,2026-04-08 03:15:58
CUS0001806,1953,GOLD,STD,,2022-05-25 16:19:04,2022-05-25 16:19:04
CUS0001807,1954,BLUE,EXE,High floor,2022-05-12 05:54:55,2022-05-12 05:54:55
CUS0001808,1955,BLUE,SUT,,2022-06-16 03:14:58,2024-10-12 01:37:36
CUS0001809,1956,SILVER,EXE,High floor,2023-04-16 05:20:52,2024-02-07 01:01:21
CUS0001810,1957,BLUE,SUT,Near elevator,2021-11-07 12:01:05,2021-11-07 12:01:05
CUS0001811,1958,BLUE,EXE,,2022-03-23 12:49:21,2022-03-23 12:49:21
CUS0001812,1959,BLUE,SUP,,2021-08-27 11:14:11,2021-08-27 11:14:11
CUS0001813,1960,BLUE,STD,,2021-08-19 09:38:07,2023-03-06 19:39:19
CUS0001814,1961,GOLD,SUP,King bed,2022-10-03 08:25:16,2022-10-03 08:25:16
CUS0001815,1962,BLUE,SUP,High floor,2022-09-30 16:09:58,2022-09-30 16:09:58
CUS0001816,1963,SILVER,STD,Non-smoking,2021-08-18 22:43:47,2022-08-17 02:10:31
CUS0001817,1964,BLUE,DLX,,2023-04-21 19:57:51,2023-04-21 19:57:51
CUS0001818,1965,BLUE,EXE,,2023-05-20 03:31:26,2024-12-30 16:42:36
CUS0001819,1966,GOLD,SUP,,2021-10-30 11:34:15,2025-09-27 15:37:59
CUS0001820,1967,BLUE,SUT,Non-smoking,2022-10-07 14:33:06,2024-07-24 08:02:23
CUS0001821,1968,BLUE,DLX,,2023-01-17 20:34:16,2024-03-13 03:42:51
CUS0001822,1969,GOLD,DLX,High floor,2022-07-20 19:38:50,2022-07-20 19:38:50
CUS0001823,1970,SILVER,SUT,High floor,2021-09-28 14:13:54,2023-09-20 18:43:01
CUS0001824,1971,BLUE,DLX,Non-smoking,2021-09-01 16:36:25,2022-01-06 03:23:25
CUS0001825,1972,PLATINUM,SUP,Near elevator,2022-10-07 00:46:02,2023-12-28 17:55:03
CUS0001826,1973,BLUE,SUP,,2022-01-29 20:47:28,2022-11-06 05:27:21
CUS0001827,1974,BLUE,DLX,King bed,2021-07-04 22:30:49,2021-07-04 22:30:49
CUS0001828,1975,GOLD,EXE,Non-smoking,2021-08-10 02:54:19,2021-08-10 02:54:19
CUS0001829,1976,BLUE,STD,,2023-01-15 07:11:52,2023-01-15 07:11:52
CUS0001830,1977,BLUE,DLX,,2022-09-19 05:13:51,2025-03-14 06:26:26
CUS0001831,1978,BLUE,SUT,,2023-03-08 23:37:27,2025-11-04 16:06:36
CUS0001832,1980,BLUE,STD,King bed,2023-09-14 12:35:34,2023-11-24 22:20:37
CUS0001833,1981,SILVER,STD,Near elevator,2022-05-20 20:07:48,2025-05-03 10:58:27
CUS0001834,1982,BLUE,STD,Near elevator,2022-05-31 22:40:40,2023-08-04 07:22:26
CUS0001835,1983,SILVER,SUP,King bed,2022-11-22 20:07:24,2022-12-19 10:15:10
CUS0001836,1984,BLUE,EXE,King bed,2022-10-28 11:49:33,2026-03-20 14:09:36
CUS0001837,1985,BLUE,STD,High floor,2021-08-04 14:10:31,2025-11-07 16:38:55
CUS0001838,1986,BLUE,EXE,Near elevator,2023-03-18 10:53:52,2025-11-25 22:17:13
CUS0001839,1987,BLUE,SUP,High floor,2022-08-28 23:41:57,2024-02-03 03:44:25
CUS0001840,1989,BLUE,EXE,Non-smoking,2023-07-07 16:29:43,2024-05-14 15:10:01
CUS0001841,1990,BLUE,SUT,Near elevator,2021-07-19 14:19:59,2024-08-15 02:52:24
CUS0001842,1991,BLUE,SUP,,2021-11-11 04:01:16,2021-11-11 04:01:16
CUS0001843,1992,BLUE,SUP,King bed,2022-08-08 17:29:28,2023-06-08 12:15:37
CUS0001844,1993,BLUE,EXE,,2022-04-25 08:13:01,2024-04-14 03:40:00
CUS0001845,1994,BLUE,SUP,High floor,2023-04-30 05:07:58,2023-04-30 05:07:58
CUS0001846,1995,BLUE,DLX,,2022-05-04 17:23:47,2022-12-02 02:15:10
CUS0001847,1996,BLUE,SUT,,2023-05-13 05:45:44,2024-01-20 22:24:13
CUS0001848,1997,BLUE,STD,Near elevator,2021-08-19 06:35:33,2025-02-02 21:15:03
CUS0001849,1998,BLUE,SUP,King bed,2023-05-11 21:01:53,2026-03-22 12:47:51
CUS0001850,2000,GOLD,SUT,High floor,2023-10-29 17:25:43,2026-03-02 12:49:42
CUS0001851,2001,GOLD,EXE,Near elevator,2021-12-21 17:21:03,2021-12-21 17:21:03
CUS0001852,2002,BLUE,SUP,Non-smoking,2021-06-13 15:41:22,2022-02-02 00:37:00
CUS0001853,2003,BLUE,SUP,King bed,2022-04-03 13:11:54,2025-03-01 09:18:31
CUS0001854,2004,PLATINUM,SUP,King bed,2021-10-08 17:23:35,2023-07-21 05:27:21
CUS0001855,2005,BLUE,DLX,Near elevator,2022-05-15 21:24:17,2022-06-19 14:05:15
CUS0001856,2006,BLUE,SUT,,2023-04-29 20:29:13,2025-08-10 15:22:08
CUS0001857,2007,BLUE,STD,Non-smoking,2022-02-06 16:44:25,2022-10-01 18:58:31
CUS0001858,2008,GOLD,STD,Near elevator,2022-12-25 08:42:30,2022-12-25 08:42:30
CUS0001859,2009,BLUE,EXE,Non-smoking,2022-01-26 00:39:42,2025-11-28 13:13:53
CUS0001860,2010,BLUE,STD,King bed,2021-09-30 15:14:36,2024-02-20 20:14:52
CUS0001861,2011,BLUE,STD,,2021-06-19 12:56:01,2025-02-26 20:26:33
CUS0001862,2013,BLUE,STD,,2024-11-06 07:28:46,2025-04-02 00:27:01
CUS0001863,2014,BLUE,DLX,,2021-09-12 20:38:48,2025-05-23 17:19:33
CUS0001864,2015,BLUE,SUT,,2022-02-22 20:58:44,2025-12-05 03:26:59
CUS0001865,2016,GOLD,SUP,Near elevator,2021-11-28 06:29:24,2025-10-14 01:01:49
CUS0001866,2017,BLUE,DLX,Non-smoking,2023-02-17 02:28:27,2025-03-04 00:37:42
CUS0001867,2018,SILVER,STD,,2021-12-14 08:14:49,2022-06-04 13:19:51
CUS0001868,2019,BLUE,EXE,,2022-01-26 18:08:22,2024-09-13 13:16:57
CUS0001869,2021,BLUE,STD,,2023-03-06 09:58:17,2023-03-06 09:58:17
CUS0001870,2022,BLUE,STD,Non-smoking,2022-04-24 00:08:00,2023-03-15 13:39:43
CUS0001871,2023,BLUE,STD,,2022-02-14 04:11:04,2022-02-14 04:11:04
CUS0001872,2025,BLUE,EXE,,2024-09-25 04:44:59,2024-09-25 04:44:59
CUS0001873,2026,SILVER,EXE,Near elevator,2021-12-04 04:24:48,2022-10-29 12:08:46
CUS0001874,2028,SILVER,DLX,King bed,2024-06-17 18:18:33,2025-04-10 12:13:54
CUS0001875,2029,BLUE,DLX,King bed,2022-11-10 10:54:26,2022-12-10 02:52:06
CUS0001876,2030,BLUE,DLX,King bed,2021-09-15 09:42:32,2026-03-29 16:27:41
CUS0001877,2031,BLUE,STD,,2022-08-16 21:34:44,2025-01-11 18:20:49
CUS0001878,2032,BLUE,SUT,Near elevator,2022-06-08 18:03:45,2022-06-08 18:03:45
CUS0001879,2033,BLUE,EXE,,2023-02-13 00:35:26,2026-05-23 19:27:35
CUS0001880,2034,BLUE,EXE,,2023-04-15 21:03:19,2024-12-28 11:26:45
CUS0001881,2035,BLUE,SUP,King bed,2022-11-09 11:40:54,2023-09-06 12:02:27
CUS0001882,2036,BLUE,EXE,,2023-04-17 13:41:21,2023-04-17 13:41:21
CUS0001883,2037,BLUE,STD,Near elevator,2022-01-25 10:48:49,2022-01-25 10:48:49
CUS0001884,2038,SILVER,EXE,High floor,2022-07-09 04:31:08,2025-05-21 19:51:21
CUS0001885,2039,BLUE,STD,,2022-05-25 05:41:28,2023-08-26 20:04:29
CUS0001886,2040,GOLD,SUP,,2022-11-22 08:53:56,2022-11-22 08:53:56
CUS0001887,2042,BLUE,STD,Near elevator,2023-08-10 13:39:09,2023-08-10 13:39:09
CUS0001888,2043,BLUE,SUT,,2021-10-22 20:27:00,2023-03-04 09:06:19
CUS0001889,2044,SILVER,STD,,2021-08-19 09:17:46,2023-09-18 08:13:42
CUS0001890,2045,SILVER,DLX,,2021-10-28 19:45:35,2021-10-28 19:45:35
CUS0001891,2046,BLUE,SUP,High floor,2021-10-10 11:09:58,2021-10-10 11:09:58
CUS0001892,2047,BLUE,EXE,Non-smoking,2022-01-16 18:12:21,2026-01-10 03:22:07
CUS0001893,2048,SILVER,EXE,Near elevator,2022-07-25 15:13:10,2026-01-02 00:06:42
CUS0001894,2050,SILVER,EXE,,2023-05-17 01:17:15,2024-09-13 00:08:30
CUS0001895,2051,BLUE,SUP,Non-smoking,2021-08-13 05:07:43,2022-05-25 22:32:59
CUS0001896,2052,BLUE,SUT,Non-smoking,2022-11-18 00:41:21,2023-08-26 08:18:38
CUS0001897,2053,BLUE,EXE,,2022-08-25 06:32:18,2025-08-05 12:13:30
CUS0001898,2054,GOLD,SUT,,2022-02-28 04:56:24,2024-05-09 16:35:54
CUS0001899,2055,PLATINUM,EXE,High floor,2022-04-13 06:44:19,2022-04-13 06:44:19
CUS0001900,2056,SILVER,SUT,King bed,2022-04-09 04:39:19,2022-04-09 04:39:19
CUS0001901,2057,BLUE,DLX,High floor,2022-11-22 08:57:27,2026-05-18 12:47:40
CUS0001902,2058,BLUE,STD,,2023-02-10 19:48:18,2023-02-10 19:48:18
CUS0001903,2059,BLUE,DLX,,2022-01-24 18:30:47,2023-09-17 11:27:05
CUS0001904,2060,BLUE,DLX,Non-smoking,2022-11-18 05:00:52,2026-05-05 11:34:43
CUS0001905,2061,GOLD,SUP,King bed,2023-01-22 22:24:27,2023-01-22 22:24:27
CUS0001906,2062,BLUE,DLX,,2023-02-22 22:23:51,2024-03-21 22:27:52
CUS0001907,2063,BLUE,SUT,,2023-02-26 08:24:26,2023-02-26 08:24:26
CUS0001908,2064,BLUE,SUP,,2022-09-02 05:18:02,2024-01-04 06:34:35
CUS0001909,2065,SILVER,EXE,,2023-05-08 10:15:34,2024-12-22 03:29:14
CUS0001910,2066,BLUE,EXE,,2021-07-16 16:41:38,2023-12-08 02:04:31
CUS0001911,2067,BLUE,SUP,Near elevator,2022-11-28 10:32:39,2023-10-06 03:45:49
CUS0001912,2069,BLUE,SUT,Near elevator,2023-02-27 11:36:28,2025-01-07 05:35:33
CUS0001913,2070,SILVER,DLX,,2021-08-27 20:27:58,2022-10-02 22:33:31
CUS0001914,2071,GOLD,DLX,,2021-10-22 06:07:22,2025-05-01 18:48:21
CUS0001915,2072,SILVER,EXE,King bed,2022-07-02 17:51:46,2025-07-07 08:26:33
CUS0001916,2073,GOLD,STD,,2022-08-31 08:34:44,2024-01-12 23:55:44
CUS0001917,2074,BLUE,EXE,Non-smoking,2022-02-24 17:00:54,2022-02-24 17:00:54
CUS0001918,2075,BLUE,EXE,,2022-01-01 12:34:23,2022-01-01 12:34:23
CUS0001919,2077,BLUE,SUT,King bed,2023-09-16 23:13:07,2023-09-27 16:51:05
CUS0001920,2078,BLUE,STD,King bed,2022-02-12 08:06:49,2024-01-10 11:37:29
CUS0001921,2079,BLUE,STD,,2023-04-11 09:10:17,2024-12-11 04:13:18
CUS0001922,2080,BLUE,STD,Non-smoking,2022-02-09 16:41:21,2022-02-09 16:41:21
CUS0001923,2081,BLUE,SUT,,2022-05-21 05:52:07,2023-03-04 15:15:45
CUS0001924,2082,BLUE,STD,,2021-12-15 00:56:33,2023-12-01 10:47:59
CUS0001925,2083,BLUE,SUT,,2021-06-19 21:41:16,2021-06-19 21:41:16
CUS0001926,2084,BLUE,SUP,,2022-10-14 07:51:13,2023-09-19 19:25:16
CUS0001927,2085,BLUE,SUT,,2022-03-11 11:10:52,2024-06-16 15:29:58
CUS0001928,2086,BLUE,DLX,High floor,2022-02-19 07:41:28,2022-02-19 07:41:28
CUS0001929,2087,BLUE,SUT,,2021-09-04 05:54:37,2024-05-24 10:23:46
CUS0001930,2088,SILVER,SUT,Near elevator,2022-09-28 15:12:41,2022-09-28 15:12:41
CUS0001931,2089,BLUE,DLX,,2021-11-15 04:03:57,2022-05-30 10:40:10
CUS0001932,2090,SILVER,EXE,,2021-05-31 23:06:21,2024-01-10 14:55:31
CUS0001933,2091,BLUE,DLX,King bed,2022-02-07 20:10:43,2024-11-03 04:02:49
CUS0001934,2092,BLUE,STD,,2023-01-26 03:05:08,2025-04-20 14:58:53
CUS0001935,2093,BLUE,STD,High floor,2021-08-05 20:31:43,2021-08-05 20:31:43
CUS0001936,2094,SILVER,DLX,Non-smoking,2022-11-08 04:47:05,2023-07-24 13:38:32
CUS0001937,2095,PLATINUM,DLX,High floor,2023-01-25 09:16:57,2023-06-06 17:49:50
CUS0001938,2096,SILVER,STD,,2022-12-30 02:52:58,2023-06-21 20:52:52
CUS0001939,2097,BLUE,STD,,2023-04-08 02:53:27,2023-09-01 07:43:40
CUS0001940,2098,SILVER,STD,King bed,2022-01-31 19:01:02,2022-01-31 19:01:02
CUS0001941,2099,BLUE,DLX,,2022-03-16 23:27:36,2022-04-09 06:27:19
CUS0001942,2100,BLUE,DLX,Non-smoking,2021-10-19 06:04:03,2022-03-26 09:19:47
CUS0001943,2101,BLUE,SUT,,2023-02-22 14:48:31,2023-02-22 14:48:31
CUS0001944,2103,BLUE,EXE,Non-smoking,2022-11-09 17:56:10,2026-02-25 18:58:53
CUS0001945,2104,BLUE,DLX,,2022-11-05 09:13:48,2024-02-21 05:12:17
CUS0001946,2105,BLUE,SUT,,2021-06-14 21:37:37,2021-06-14 21:37:37
CUS0001947,2106,BLUE,SUP,Non-smoking,2022-02-01 08:10:58,2025-10-15 17:43:57
CUS0001948,2107,SILVER,STD,Non-smoking,2022-03-25 00:04:41,2023-10-19 05:35:47
CUS0001949,2108,GOLD,EXE,,2021-12-15 12:16:44,2022-01-08 20:23:25
CUS0001950,2110,BLUE,DLX,,2023-12-22 16:09:53,2024-01-23 13:13:11
CUS0001951,2111,BLUE,SUP,,2023-04-30 11:50:15,2023-07-13 23:29:24
CUS0001952,2112,BLUE,SUT,,2022-02-11 09:15:52,2022-02-11 09:15:52
CUS0001953,2113,BLUE,SUT,King bed,2023-03-11 10:03:58,2025-05-22 02:28:52
CUS0001954,2114,BLUE,EXE,,2022-07-28 18:41:01,2026-01-08 14:21:03
CUS0001955,2115,GOLD,SUP,,2023-05-11 04:42:27,2024-08-11 02:19:54
CUS0001956,2117,BLUE,EXE,King bed,2023-07-01 00:39:40,2025-03-16 08:35:58
CUS0001957,2118,BLUE,SUT,High floor,2022-07-15 21:31:49,2022-07-15 21:31:49
CUS0001958,2120,GOLD,DLX,High floor,2023-04-26 22:07:56,2023-10-02 00:04:00
CUS0001959,2121,BLUE,STD,Near elevator,2022-04-19 22:19:00,2022-04-19 22:19:00
CUS0001960,2122,BLUE,SUP,,2022-04-11 11:41:50,2023-03-23 04:45:18
CUS0001961,2123,BLUE,DLX,,2021-09-22 01:53:30,2022-03-13 15:56:50
CUS0001962,2125,BLUE,EXE,High floor,2022-05-24 14:26:14,2025-01-01 05:07:14
CUS0001963,2126,BLUE,STD,High floor,2022-02-16 05:36:58,2024-06-15 20:12:00
CUS0001964,2127,BLUE,EXE,,2021-10-09 19:23:16,2021-10-09 19:23:16
CUS0001965,2128,BLUE,SUP,,2022-12-08 06:21:41,2025-09-15 06:18:45
CUS0001966,2129,BLUE,DLX,,2023-04-28 06:41:35,2025-12-31 01:03:23
CUS0001967,2130,BLUE,SUT,,2022-02-25 05:03:47,2025-11-12 11:16:58
CUS0001968,2131,BLUE,SUT,,2023-04-18 01:06:20,2025-09-22 23:12:38
CUS0001969,2132,BLUE,SUP,Near elevator,2021-06-06 10:21:41,2021-06-06 10:21:41
CUS0001970,2133,SILVER,DLX,,2021-07-28 04:02:50,2021-08-09 19:37:21
CUS0001971,2134,BLUE,STD,King bed,2022-02-28 03:02:38,2022-02-28 03:02:38
CUS0001972,2136,SILVER,SUT,King bed,2024-06-11 03:36:03,2026-05-02 15:47:42
CUS0001973,2137,BLUE,EXE,,2022-05-01 02:23:53,2024-08-10 02:05:37
CUS0001974,2138,SILVER,SUT,Non-smoking,2023-02-08 22:00:18,2023-02-08 22:00:18
CUS0001975,2139,BLUE,SUT,,2021-07-31 09:52:08,2024-06-03 14:15:59
CUS0001976,2140,BLUE,STD,King bed,2021-08-02 20:10:52,2024-09-18 05:58:33
CUS0001977,2141,BLUE,STD,,2022-04-21 20:20:26,2025-04-01 07:09:07
CUS0001978,2142,SILVER,STD,Near elevator,2022-07-17 21:31:31,2022-07-17 21:31:31
CUS0001979,2143,BLUE,DLX,King bed,2023-03-07 20:55:08,2023-03-07 20:55:08
CUS0001980,2144,BLUE,STD,,2023-01-17 06:51:24,2023-11-24 18:48:58
CUS0001981,2145,BLUE,EXE,,2021-12-25 17:54:11,2024-08-24 15:03:46
CUS0001982,2146,BLUE,STD,High floor,2023-01-03 09:19:57,2025-05-01 21:48:10
CUS0001983,2147,BLUE,SUT,High floor,2023-04-20 02:39:49,2023-06-21 08:37:40
CUS0001984,2148,BLUE,SUT,,2022-08-17 11:42:23,2022-08-17 11:42:23
CUS0001985,2149,BLUE,SUT,,2023-04-16 16:54:34,2023-04-16 16:54:34
CUS0001986,2150,SILVER,EXE,Near elevator,2021-08-08 04:37:13,2021-08-08 04:37:13
CUS0001987,2151,GOLD,SUT,King bed,2022-08-06 07:01:04,2023-10-04 18:55:53
CUS0001988,2152,SILVER,SUP,Near elevator,2022-03-15 09:20:39,2022-03-15 09:20:39
CUS0001989,2153,BLUE,SUP,,2022-09-23 02:34:58,2022-09-23 02:34:58
CUS0001990,2154,BLUE,SUT,King bed,2023-01-26 21:37:43,2024-03-16 20:02:59
CUS0001991,2155,BLUE,STD,,2022-10-20 05:02:07,2024-03-10 21:31:31
CUS0001992,2156,BLUE,SUP,Non-smoking,2022-01-18 08:09:24,2024-04-23 02:44:48
CUS0001993,2157,GOLD,SUT,King bed,2023-01-16 19:36:35,2023-01-16 19:36:35
CUS0001994,2158,BLUE,STD,Near elevator,2022-04-08 11:53:59,2022-11-18 11:44:48
CUS0001995,2159,BLUE,SUT,Non-smoking,2022-10-28 22:31:11,2022-11-07 09:39:05
CUS0001996,2160,SILVER,SUT,King bed,2023-03-10 00:57:22,2023-03-10 00:57:22
CUS0001997,2161,BLUE,EXE,Near elevator,2021-11-10 07:13:07,2023-05-18 07:38:09
CUS0001998,2162,PLATINUM,STD,,2022-10-05 11:22:19,2025-09-19 05:00:35
CUS0001999,2163,BLUE,SUT,,2021-06-28 03:44:36,2021-10-05 11:40:25
CUS0002000,2164,BLUE,SUT,Near elevator,2021-06-11 21:29:25,2026-05-17 07:29:18
CUS0002001,2165,BLUE,SUT,,2022-06-09 03:19:03,2023-12-01 21:12:37
CUS0002002,2166,GOLD,SUP,,2023-01-21 01:55:32,2024-10-21 01:41:29
CUS0002003,2167,SILVER,DLX,High floor,2021-07-03 10:11:06,2021-07-03 10:11:06
CUS0002004,2168,BLUE,SUT,Non-smoking,2021-05-31 20:13:28,2026-05-23 01:50:39
CUS0002005,2169,BLUE,SUP,,2022-11-30 12:57:15,2022-11-30 12:57:15
CUS0002006,2171,PLATINUM,STD,High floor,2024-03-11 01:24:10,2024-03-11 01:24:10
CUS0002007,2172,PLATINUM,STD,King bed,2023-02-17 15:13:57,2026-01-26 14:42:56
CUS0002008,2173,GOLD,EXE,Non-smoking,2022-06-12 07:38:45,2022-06-12 07:38:45
CUS0002009,2174,BLUE,STD,,2022-11-23 19:38:54,2022-11-23 19:38:54
CUS0002010,2175,BLUE,SUT,Non-smoking,2023-05-14 15:43:22,2025-03-24 13:54:19
CUS0002011,2176,SILVER,EXE,,2023-03-12 17:13:05,2023-04-07 17:30:57
CUS0002012,2177,BLUE,DLX,Near elevator,2022-10-23 20:14:06,2024-07-18 23:00:08
CUS0002013,2178,BLUE,EXE,King bed,2021-10-25 11:08:20,2025-07-25 13:31:09
CUS0002014,2179,BLUE,EXE,High floor,2021-11-27 20:44:44,2023-12-23 03:37:00
CUS0002015,2180,BLUE,SUP,Near elevator,2021-06-29 12:46:04,2024-02-21 10:53:31
CUS0002016,2181,BLUE,SUT,,2022-03-28 16:52:17,2022-03-28 16:52:17
CUS0002017,2182,BLUE,EXE,,2022-02-07 17:44:06,2022-02-07 17:44:06
CUS0002018,2183,BLUE,DLX,High floor,2022-02-12 18:05:53,2022-02-12 18:05:53
CUS0002019,2184,BLUE,EXE,,2022-04-04 20:57:20,2022-12-06 03:44:57
CUS0002020,2185,BLUE,EXE,Near elevator,2022-12-13 10:49:12,2023-07-11 16:51:21
CUS0002021,2186,SILVER,SUT,King bed,2022-03-13 14:17:42,2023-02-12 15:54:21
CUS0002022,2187,GOLD,EXE,,2022-10-05 13:58:35,2022-10-06 16:20:32
CUS0002023,2188,BLUE,STD,Non-smoking,2021-08-31 04:14:50,2021-08-31 04:14:50
CUS0002024,2189,BLUE,EXE,High floor,2022-10-01 05:24:02,2026-01-22 22:29:57
CUS0002025,2190,SILVER,STD,Near elevator,2021-06-26 23:42:49,2024-11-29 06:58:44
CUS0002026,2191,BLUE,STD,Near elevator,2022-07-20 22:51:21,2022-07-20 22:51:21
CUS0002027,2192,BLUE,SUP,High floor,2023-01-14 08:59:49,2026-03-12 23:55:24
CUS0002028,2193,BLUE,DLX,Non-smoking,2023-03-18 18:37:03,2023-03-18 18:37:03
CUS0002029,2194,BLUE,SUT,,2023-04-02 22:31:20,2023-09-13 08:54:05
CUS0002030,2195,BLUE,SUP,High floor,2022-03-27 10:35:30,2025-01-03 18:25:41
CUS0002031,2196,BLUE,SUP,Non-smoking,2023-03-10 13:37:48,2024-05-08 03:46:44
CUS0002032,2197,BLUE,SUP,,2021-09-24 11:10:39,2023-08-11 20:31:40
CUS0002033,2198,BLUE,DLX,Near elevator,2022-09-10 12:37:14,2023-09-20 13:14:55
CUS0002034,2199,GOLD,SUT,,2022-07-06 00:44:38,2022-07-06 00:44:38
CUS0002035,2200,SILVER,DLX,,2022-08-13 10:26:17,2023-02-13 06:30:53
CUS0002036,2201,BLUE,STD,Near elevator,2021-09-06 11:12:41,2023-01-06 06:00:55
CUS0002037,2202,BLUE,EXE,Near elevator,2021-07-12 02:02:32,2026-03-09 21:23:24
CUS0002038,2203,BLUE,EXE,Near elevator,2022-11-11 15:14:43,2024-05-11 04:12:10
CUS0002039,2204,SILVER,STD,,2022-06-22 15:20:57,2022-06-22 15:20:57
CUS0002040,2205,BLUE,STD,King bed,2021-12-07 08:59:46,2021-12-07 08:59:46
CUS0002041,2206,SILVER,EXE,Non-smoking,2022-02-05 17:20:45,2026-05-17 15:45:01
CUS0002042,2207,BLUE,SUP,,2022-04-01 20:46:58,2022-09-22 08:31:00
CUS0002043,2208,BLUE,EXE,,2022-08-08 18:55:32,2023-02-06 01:15:12
CUS0002044,2209,BLUE,STD,Non-smoking,2021-11-03 07:14:58,2025-10-09 04:15:10
CUS0002045,2210,SILVER,SUP,High floor,2022-03-29 16:40:15,2022-03-29 16:40:15
CUS0002046,2211,GOLD,DLX,Near elevator,2022-11-22 08:36:49,2026-05-11 20:23:44
CUS0002047,2212,BLUE,STD,Near elevator,2022-03-07 17:40:02,2023-03-18 19:47:29
CUS0002048,2213,SILVER,DLX,Near elevator,2022-10-19 15:52:56,2026-05-18 02:17:51
