segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
3256,227,200,227,200,823,862,18,9,22,4,1,2,CNF43025200,TKT2989042698,4,GA492,104.22,29.65,4.48,11.17,0.0,100,0.0,249.52,6224,3734,0,168,Flown,58.7
3257,9,2115,9,2115,1001,566,12,21,57,14,5,1,CNF08782534,TKT6709978506,2,GA369,8.8,6.77,58.8,117.55,929.01,0,0.0,1120.93,792,2772,0,225,Flown,85.4
3258,232,600,232,600,551,1683,17,20,29,18,5,4,CNF16131217,TKT8888162666,1,GA887,740.93,25.22,66.29,103.5,25.0,0,74.09,1035.03,6753,23635,0,67,Flown,82.7
3259,272,100,272,100,1363,732,17,20,33,18,6,4,CNF98742233,TKT8444611795,4,GA431,2532.72,8.04,175.33,270.43,50.0,0,253.27,3289.79,4154,11049,21,77,Flown,81.0
3260,443,645,443,645,737,1321,14,4,66,3,4,1,CNF49571170,TKT4944153614,3,GA573,392.68,6.46,25.2,40.48,0.0,0,0.0,464.82,4293,4185,0,77,Flown,77.0
3261,339,0,339,0,2798,2918,7,18,9,8,1,2,CNF51831321,TKT8167049156,2,GA224,504.0,22.92,43.71,34.41,50.0,0,0.0,655.04,2997,1798,114,177,Flown,89.3
3262,771,215,771,215,1048,3970,7,11,23,16,1,1,CNF10072607,TKT6851640640,3,GA991,79.28,15.62,4.31,11.79,50.0,0,0.0,161.0,4231,2538,0,178,Flown,65.5
3263,558,1730,558,1730,862,1161,5,6,35,10,5,1,CNF05844512,TKT8272942898,4,GA903,1215.79,13.51,77.37,178.39,0.0,0,0.0,1485.06,5149,18021,0,292,Flown,89.1
3264,1015,730,1015,730,2016,1789,9,12,49,16,3,3,CNF11664972,TKT4832595748,2,GA964,176.77,25.88,7.72,21.05,0.0,0,14.14,245.56,7565,2080,0,400,Flown,80.8
3265,632,1245,632,1245,2041,257,5,13,65,24,1,1,CNF59133759,TKT9334582388,3,GA896,245.99,27.69,23.34,28.56,0.0,0,0.0,325.58,2817,1690,0,68,Flown,78.1
3266,900,1815,900,1815,616,826,2,7,32,18,6,4,CNF18716946,TKT7568929247,4,GA487,291.65,24.16,24.67,27.16,0.0,0,29.17,396.81,3337,8876,0,74,Flown,89.0
3267,585,1800,585,1800,1846,2287,18,20,42,17,7,2,CNF68072579,TKT7513154636,3,GA521,18972.44,16.67,1639.12,2717.56,0.0,0,0.0,23345.79,3991,43901,0,338,Flown,89.7
3268,964,245,964,245,69,1067,21,9,71,16,2,2,CNF76213606,TKT2949447272,3,GA108,127.87,20.35,12.31,9.95,75.0,100,0.0,345.48,6220,2643,23,163,Flown,88.7
3269,502,1615,502,1615,1445,4703,7,4,65,24,8,1,CNF45576999,TKT8751194893,1,GA316,77.15,5.43,7.41,10.3,0.0,0,0.0,100.29,7446,2606,9,68,Flown,75.6
3270,591,215,591,215,1154,2761,14,18,45,3,4,3,CNF33639960,TKT1447159977,3,GA600,577.83,24.0,56.51,44.09,0.0,0,46.23,748.66,6556,6392,0,168,Flown,49.9
3271,1036,2000,1036,2000,1912,2918,4,6,63,4,2,1,CNF19445959,TKT6140977418,2,GA295,122.44,23.29,5.02,11.93,0.0,0,0.0,162.68,989,420,0,337,Flown,96.9
3272,511,1830,511,1830,1294,467,2,11,54,17,7,3,CNF41264053,TKT5293227697,2,GA328,1510.57,28.97,73.77,203.49,75.0,0,120.85,2012.65,6335,69685,0,300,Flown,83.4
3273,720,530,720,530,2486,2607,12,11,41,12,8,2,CNF30572186,TKT4532616917,2,GA991,137.67,17.02,11.95,19.32,0.0,0,0.0,185.96,6264,2192,29,221,Flown,83.3
3274,109,230,109,230,1147,1402,2,14,28,4,3,1,CNF49939452,TKT2791805547,3,GA382,172.54,29.91,14.36,13.26,50.0,50,0.0,330.07,3562,979,0,393,Flown,62.5
3275,633,200,633,200,55,5315,2,4,33,20,8,3,CNF00688730,TKT2962056336,4,GA934,200.45,7.97,13.96,17.42,0.0,200,16.04,455.84,3770,1319,0,77,Flown,69.9
3276,353,330,353,330,1309,1378,7,11,5,12,1,1,CNF40976282,TKT7128826310,3,GA712,86.1,15.93,3.66,9.91,0.0,0,0.0,115.6,5341,3204,109,172,Flown,73.0
3277,933,1915,933,1915,12,3941,6,4,57,21,7,3,CNF96872540,TKT7748816820,3,GA611,2849.45,7.16,282.75,293.4,50.0,0,227.96,3710.72,2742,30162,0,225,Flown,96.0
3278,129,2115,129,2115,2079,3194,5,14,32,20,3,3,CNF43281277,TKT3177427894,3,GA620,62.28,20.21,3.38,4.45,50.0,50,4.98,195.3,3770,1036,0,74,No-Show,87.7
3279,97,1315,97,1315,1078,1721,7,13,12,4,3,2,CNF37887242,TKT7581406505,4,GA330,46.32,21.62,2.09,2.58,0.0,200,0.0,272.61,3034,834,13,339,Flown,83.6
3280,725,500,725,500,2819,1934,12,21,14,16,1,6,CNF80953164,TKT7059488753,1,GA764,210.99,7.15,12.49,25.3,50.0,0,25.32,331.25,5322,3193,53,158,Flown,58.2
3281,173,1230,173,1230,2003,5280,4,9,38,23,4,3,CNF40732845,TKT6889322817,3,GA200,215.63,5.47,14.85,21.53,0.0,0,17.25,274.73,5362,5227,23,340,Flown,67.9
3282,1001,2215,1001,2215,2680,377,17,20,61,16,2,2,CNF10822819,TKT4033497759,2,GA297,206.79,28.67,10.9,20.86,50.0,0,0.0,317.22,1384,588,0,392,Flown,84.2
3283,269,2100,269,2100,425,2485,12,4,16,16,8,4,CNF33678358,TKT8454908678,4,GA648,217.83,17.28,17.41,22.6,0.0,0,21.78,296.9,6194,2167,0,397,Flown,71.8
3284,1088,915,1088,915,1653,73,6,21,45,22,5,3,CNF13823119,TKT6764758335,1,GA350,2760.99,28.32,163.4,167.15,50.0,0,220.88,3390.74,4910,17185,0,168,Flown,83.4
3285,519,15,519,15,174,381,20,15,67,22,6,1,CNF66388282,TKT2706977773,1,GA662,2107.58,17.66,174.71,296.29,100.0,100,0.0,2796.24,5323,14159,10,169,Flown,78.7
3286,922,2145,922,2145,2470,1392,20,18,50,8,8,5,CNF08429850,TKT7702368104,3,GA430,415.71,28.52,21.04,30.17,0.0,0,20.79,516.23,861,301,0,220,Flown,93.2
3287,204,1800,204,1800,536,363,14,6,14,16,2,4,CNF63632015,TKT4612149122,4,GA355,136.12,16.34,5.98,18.54,0.0,0,13.61,190.59,2888,1227,18,158,Flown,88.3
3288,872,630,872,630,2927,5120,18,14,14,20,1,1,CNF86731941,TKT9492651185,4,GA470,158.15,10.71,14.59,18.36,0.0,0,0.0,201.81,6767,4060,23,158,Flown,72.2
3289,902,715,902,715,971,3345,15,13,58,12,1,1,CNF80202315,TKT2180961249,4,GA184,203.17,9.81,8.67,16.14,0.0,0,0.0,237.79,3379,2027,1,166,Flown,70.6
3290,885,2145,885,2145,376,5953,2,15,59,18,6,1,CNF20184359,TKT7309806572,2,GA999,1292.43,9.6,96.49,74.83,50.0,50,0.0,1573.35,5244,13949,0,177,Flown,60.3
3291,154,245,154,245,1727,1565,6,9,3,17,7,2,CNF73801658,TKT4563245405,1,GA544,3760.01,14.7,296.43,368.67,0.0,0,0.0,4439.81,407,4477,0,218,Flown,65.7
3292,946,800,946,800,1102,778,4,12,67,16,3,4,CNF36065681,TKT5409852177,4,GA110,251.61,22.38,14.6,25.3,0.0,0,25.16,339.05,855,235,0,169,Flown,78.3
3293,153,230,153,230,2056,1318,9,15,8,20,3,1,CNF29622923,TKT4671844617,1,GA939,57.31,20.27,3.53,5.17,50.0,0,0.0,136.28,7372,2027,0,400,Diverted,69.2
3294,96,1130,96,1130,641,1876,2,7,22,11,4,1,CNF32743076,TKT6740018476,1,GA823,88.87,23.43,6.52,9.34,0.0,0,0.0,128.16,3712,3619,0,168,Cancelled,90.5
3295,38,1245,38,1245,1478,145,12,14,23,12,8,1,CNF69953596,TKT0712408476,3,GA675,96.6,5.44,6.65,9.69,50.0,0,0.0,168.38,838,293,11,178,Flown,86.3
3296,1044,1715,1044,1715,1453,717,5,14,64,9,7,1,CNF52056224,TKT7180388143,2,GA807,5157.27,25.22,213.21,512.14,0.0,0,0.0,5907.84,1385,15235,0,178,Flown,86.2
3297,644,1400,644,1400,2473,5656,5,4,4,24,8,6,CNF71045826,TKT0960075079,2,GA613,96.86,14.44,4.53,7.38,0.0,0,11.62,134.83,5164,1807,106,291,Flown,76.5
3298,425,1000,425,1000,2460,2527,7,17,70,10,5,1,CNF75221780,TKT6677481893,4,GA222,1089.48,20.74,70.25,117.54,75.0,0,0.0,1373.01,4987,17454,0,165,Flown,92.1
3299,781,815,781,815,468,693,6,11,20,11,4,2,CNF01636842,TKT6336189135,3,GA424,137.99,21.48,8.17,12.35,25.0,200,0.0,404.99,3689,3596,12,334,Flown,73.1
3300,877,1915,877,1915,2025,1179,11,2,23,8,3,1,CNF59657272,TKT8781841476,2,GA276,34.41,21.49,3.03,5.02,0.0,0,0.0,63.95,3097,851,0,178,Cancelled,92.7
3301,596,400,596,400,2127,4807,13,7,56,4,8,4,CNF23802670,TKT9461867716,2,GA446,168.73,5.72,14.94,21.39,0.0,0,16.87,227.65,955,334,0,295,Flown,63.1
3302,634,145,634,145,1533,5150,14,11,45,24,2,1,CNF41814604,TKT9912936322,4,GA477,722.93,24.34,10.37,10.71,1302.05,0,0.0,2070.4,3961,1683,26,168,Flown,77.9
3303,340,1045,340,1045,401,1625,15,9,50,17,7,2,CNF80297980,TKT1347209673,1,GA836,8601.23,15.14,852.81,641.32,0.0,0,0.0,10110.5,1224,13464,0,220,Flown,87.8
3304,702,2000,702,2000,2787,1339,13,18,54,3,4,1,CNF86675196,TKT5376703927,3,GA670,560.42,26.42,23.73,57.04,25.0,0,0.0,692.61,3763,3668,0,300,Flown,51.6
3305,521,1230,521,1230,613,402,20,5,25,16,2,6,CNF49914383,TKT9750530833,2,GA551,147.25,27.87,8.01,8.62,0.0,0,17.67,209.42,1478,628,247,159,Flown,86.6
3306,163,2100,163,2100,882,1526,18,20,28,8,2,3,CNF60146715,TKT1188882703,4,GA618,509.71,23.12,25.39,48.56,0.0,0,40.78,647.56,7877,3347,0,393,Flown,82.2
3307,112,815,112,815,1987,3030,4,2,59,18,6,4,CNF22489136,TKT0437455766,2,GA240,311.2,24.58,17.84,31.02,0.0,200,31.12,615.76,1474,3920,0,177,Flown,93.0
3308,46,1500,46,1500,246,3101,15,9,41,24,1,2,CNF39408192,TKT7584827759,4,GA188,120.84,28.49,8.47,17.39,0.0,0,0.0,175.19,3449,2069,0,221,Flown,87.3
3309,696,145,696,145,2360,4675,13,4,38,6,6,1,CNF47922701,TKT9246759579,2,GA391,570.22,27.47,39.61,66.46,25.0,0,0.0,728.76,2708,7203,0,340,Flown,95.1
3310,373,15,373,15,936,5069,20,5,58,15,4,2,CNF63371193,TKT5170871650,4,GA167,466.11,6.09,20.13,66.02,0.0,0,0.0,558.35,5888,5740,0,166,Flown,67.7
3311,101,1815,101,1815,1566,1756,5,6,19,2,6,4,CNF81703761,TKT3524281694,4,GA741,534.66,17.45,31.63,67.2,25.0,0,53.47,729.41,3960,10533,58,77,Flown,74.3
3312,460,1045,460,1045,1482,1419,15,17,9,24,1,4,CNF53845542,TKT7244753987,1,GA997,3.89,20.33,27.28,44.31,542.41,500,38.91,1177.13,1519,911,8,177,Flown,46.8
3313,696,30,696,30,971,2032,11,12,43,4,1,2,CNF92014829,TKT2379259968,2,GA838,215.34,25.65,11.56,12.04,0.0,0,0.0,264.59,7593,4555,0,393,Flown,72.9
3314,688,315,688,315,2826,2087,13,14,60,1,7,3,CNF65066011,TKT6558651150,1,GA181,3200.84,7.94,286.39,348.5,0.0,0,256.07,4099.74,2684,29524,26,335,Flown,63.3
3315,241,1145,241,1145,980,1154,17,20,56,14,6,4,CNF35558180,TKT0660567721,2,GA211,8154.7,7.34,727.87,609.35,50.0,0,815.47,10364.73,4314,11475,0,295,Flown,79.3
3316,915,815,915,815,1187,3000,18,2,16,17,7,1,CNF36008438,TKT0063993782,2,GA577,2740.16,13.88,214.21,373.87,75.0,0,0.0,3417.12,7451,81961,0,397,Flown,87.2
3317,325,745,325,745,2669,4232,12,17,16,13,7,4,CNF36910997,TKT8721916309,4,GA827,1375.34,24.2,132.5,105.43,0.0,0,137.53,1775.0,5195,57145,51,397,Flown,97.5
3318,469,1200,469,1200,2029,1482,4,21,31,12,3,2,CNF16516800,TKT4721535700,3,GA536,158.91,15.51,9.11,13.94,0.0,100,0.0,297.47,5379,1479,62,336,Flown,47.8
3319,33,515,33,515,2993,3616,12,18,21,17,7,1,CNF93587170,TKT2005550187,2,GA311,1923.89,19.02,179.63,168.01,75.0,0,0.0,2365.55,4398,48378,0,294,Flown,54.3
3320,521,1730,521,1730,2588,1841,20,2,34,16,8,3,CNF89005299,TKT4232554334,4,GA145,74.48,27.8,7.2,8.35,0.0,0,5.96,123.79,5636,1972,0,157,Flown,60.1
3321,670,1945,670,1945,2085,3143,9,20,9,13,7,1,CNF92321243,TKT0258330361,4,GA859,3071.95,28.26,238.91,335.01,0.0,0,0.0,3674.13,942,10362,21,177,Flown,51.2
3322,168,1500,168,1500,1569,1623,14,18,23,22,5,2,CNF32276904,TKT7447309811,1,GA986,1396.58,29.89,65.81,95.68,0.0,50,0.0,1637.96,2566,8981,0,178,Flown,93.1
3323,492,115,492,115,2734,2889,12,2,39,4,3,3,CNF07808766,TKT7845334335,4,GA455,81.03,17.77,4.33,11.69,0.0,0,6.48,121.3,6985,1920,98,73,Cancelled,30.1
3324,580,130,580,130,2441,2406,18,14,8,4,8,4,CNF78437011,TKT8033613637,4,GA656,146.12,15.55,10.81,15.12,0.0,0,14.61,202.21,5125,1793,0,400,Flown,46.9
3325,793,2100,793,2100,1404,542,20,15,55,8,2,1,CNF50605033,TKT5116378457,1,GA494,362.11,27.17,17.43,32.7,0.0,200,0.0,639.41,1718,730,3,218,Flown,81.1
3326,745,1115,745,1115,2334,255,2,9,11,23,4,1,CNF36253034,TKT2602732269,4,GA990,75.03,23.24,5.59,8.0,0.0,0,0.0,111.86,4264,4157,59,391,Flown,85.9
3327,275,2000,275,2000,2711,3904,6,13,31,10,5,2,CNF92728702,TKT2940097511,4,GA812,1371.09,16.33,57.05,183.54,0.0,0,0.0,1628.01,3884,13593,0,336,Flown,76.7
3328,276,1245,276,1245,1667,2400,7,15,46,3,4,2,CNF02939409,TKT9656789564,4,GA480,391.94,24.62,24.03,55.66,0.0,0,0.0,496.25,3732,3638,0,177,Flown,62.6
3329,320,2015,320,2015,2792,3002,12,13,61,1,7,2,CNF59817130,TKT3292844221,4,GA602,3479.8,26.0,233.13,404.91,0.0,0,0.0,4143.84,6361,69971,0,392,Flown,92.3
3330,1009,345,1009,345,2234,3595,2,13,23,10,6,4,CNF38433213,TKT3000429560,1,GA140,1004.59,15.84,53.08,117.07,0.0,0,100.46,1291.04,2522,6708,0,178,Flown,64.9
3331,1042,815,1042,815,325,3470,9,4,60,16,2,4,CNF30293095,TKT8720207520,2,GA296,61.24,27.56,3.62,7.55,100.0,0,6.12,206.09,7052,2997,15,335,Flown,64.8
3332,999,1200,999,1200,459,3945,15,18,4,24,1,2,CNF02556931,TKT8606231438,2,GA679,287.96,21.39,15.81,28.07,75.0,0,0.0,428.23,4028,2416,0,291,Flown,68.9
3333,844,2245,844,2245,2844,5620,17,18,10,10,6,2,CNF74437305,TKT3596276300,2,GA544,2107.11,10.97,143.41,164.89,50.0,0,0.0,2476.38,236,627,0,399,Flown,49.7
3334,1081,1215,1081,1215,1977,5206,5,4,29,4,3,1,CNF97632527,TKT3976748813,4,GA351,75.59,17.47,5.29,9.95,75.0,0,0.0,183.3,7873,2165,0,67,Cancelled,84.3
3335,415,0,415,0,716,77,12,7,44,19,4,5,CNF91420375,TKT6941431401,4,GA103,373.74,21.12,27.16,53.8,0.0,0,18.69,494.51,7481,7293,0,216,Flown,79.1
3336,225,1300,225,1300,1824,285,4,2,65,8,1,2,CNF39887842,TKT9533718942,2,GA238,149.5,23.6,12.75,9.8,0.0,0,0.0,195.65,5312,3187,0,68,Flown,81.2
3337,294,1645,294,1645,1605,1665,9,20,35,10,6,1,CNF84088856,TKT3802852120,4,GA796,783.16,6.67,41.56,89.14,0.0,0,0.0,920.53,6627,17627,0,292,Flown,92.6
3338,440,945,440,945,903,318,11,4,46,21,7,3,CNF04164851,TKT5596487032,1,GA268,6126.71,19.01,306.62,691.47,0.0,0,490.14,7633.95,2649,29139,0,177,Flown,74.9
3339,386,1430,386,1430,416,2626,18,15,22,12,3,1,CNF18703950,TKT8888423594,3,GA441,199.28,29.58,17.25,28.75,0.0,200,0.0,474.86,6092,1675,16,168,No-Show,95.3
3340,743,1345,743,1345,1905,2173,7,18,10,8,3,2,CNF02169806,TKT8135636224,2,GA156,162.97,24.43,15.03,16.3,50.0,0,0.0,268.73,6505,1788,0,399,Flown,62.6
3341,142,2015,142,2015,1241,116,12,21,26,20,1,1,CNF46265561,TKT5772355172,4,GA712,235.67,17.8,17.03,23.52,0.0,100,0.0,394.02,682,409,169,181,Flown,68.1
3342,696,1530,696,1530,1264,753,2,12,31,4,2,1,CNF74847927,TKT0599446173,1,GA527,206.36,23.3,17.24,27.5,0.0,0,0.0,274.4,7180,3051,29,336,Flown,84.7
3343,929,1730,929,1730,2673,870,15,6,70,16,8,4,CNF53606844,TKT7067409126,3,GA330,195.88,8.18,15.89,22.51,0.0,0,19.59,262.05,7828,2739,0,165,Flown,92.2
3344,228,1900,228,1900,1533,4673,20,18,26,20,2,1,CNF02870071,TKT1064802325,3,GA970,152.51,24.32,8.79,8.83,0.0,0,0.0,194.45,6691,2843,33,181,Flown,62.7
3345,191,1745,191,1745,480,2795,18,20,37,8,2,1,CNF86998008,TKT8148489465,4,GA599,493.68,16.35,38.65,72.65,0.0,0,0.0,621.33,3317,1409,278,393,Flown,90.2
3346,657,1915,657,1915,1672,776,2,14,13,14,5,2,CNF41124229,TKT6069138217,3,GA948,1027.15,8.1,84.43,128.85,0.0,0,0.0,1248.53,1706,5970,0,393,Flown,83.0
3347,773,1345,773,1345,1628,2807,7,6,51,17,7,1,CNF29521866,TKT7823967567,1,GA731,1702.15,19.64,92.56,119.5,50.0,0,0.0,1983.85,1369,15059,0,332,Flown,63.9
3348,1052,830,1052,830,2925,867,18,21,29,24,3,5,CNF65948637,TKT8785597118,4,GA566,125.49,11.27,8.16,8.05,25.0,0,6.27,184.24,4331,1191,27,67,Flown,85.7
3349,796,315,796,315,107,725,4,18,2,22,5,3,CNF97248187,TKT0633787472,4,GA158,1268.98,9.46,51.58,140.46,0.0,0,101.52,1572.0,5779,20226,41,175,Flown,80.7
3350,412,915,412,915,1387,969,20,18,13,20,1,3,CNF67326813,TKT6159364076,4,GA534,212.88,7.08,17.63,13.68,25.0,0,17.03,293.3,1681,1008,1,393,Flown,80.2
3351,973,15,973,15,2951,1559,18,5,46,1,7,3,CNF20282074,TKT9596241324,4,GA221,2428.7,16.22,106.33,331.71,0.0,0,194.3,3077.26,6796,74756,25,177,Flown,64.5
3352,410,1545,410,1545,1879,2070,11,5,39,16,2,1,CNF59123141,TKT4215825451,2,GA833,105.3,16.62,4.26,13.54,25.0,0,0.0,164.72,3103,1318,0,73,Flown,96.0
3353,1026,2215,1026,2215,2911,2458,5,2,2,10,6,2,CNF43438250,TKT0869920510,1,GA253,334.29,27.26,22.93,19.34,0.0,0,0.0,403.82,1476,3926,0,175,Flown,86.4
3354,519,1430,519,1430,2166,3429,2,17,29,17,7,2,CNF34159492,TKT8349428352,4,GA133,2825.32,9.31,154.09,421.64,25.0,0,0.0,3435.36,5513,60643,12,67,Flown,37.1
3355,23,1100,23,1100,1744,1161,5,18,11,7,4,1,CNF70607714,TKT9764236917,1,GA585,335.8,12.83,17.28,27.28,0.0,50,0.0,443.19,805,784,16,391,Flown,85.1
3356,1058,200,1058,200,2164,741,15,2,18,8,3,4,CNF03242234,TKT1779211700,3,GA190,79.72,10.95,3.62,11.77,0.0,0,7.97,114.03,7127,1959,0,69,Flown,86.8
3357,717,1715,717,1715,1434,640,2,21,12,24,1,2,CNF52459609,TKT0127172098,1,GA925,440.48,11.97,39.7,37.24,0.0,0,0.0,529.39,1531,918,0,339,Flown,82.5
3358,971,515,971,515,2296,2500,5,2,31,2,5,2,CNF40270943,TKT1521199717,3,GA472,1192.61,29.65,116.28,162.12,0.0,0,0.0,1500.66,4669,16341,0,336,Cancelled,78.6
3359,251,1200,251,1200,309,522,13,5,24,14,6,1,CNF86256156,TKT3688646504,1,GA457,1421.85,19.68,92.28,211.52,0.0,0,0.0,1745.33,3277,8716,0,178,Flown,65.4
3360,251,2200,251,2200,1412,453,2,14,13,14,5,4,CNF56960628,TKT5367492818,2,GA338,2051.32,21.4,132.04,107.39,0.0,0,205.13,2517.28,4833,16915,0,393,No-Show,46.7
3361,873,2315,873,2315,436,1360,2,11,32,16,2,1,CNF71136354,TKT3133112706,1,GA557,66.43,17.81,5.51,6.7,50.0,0,0.0,146.45,1000,425,56,74,No-Show,75.0
3362,808,1130,808,1130,1809,359,2,7,33,16,2,2,CNF45478399,TKT0497910303,3,GA967,38.33,28.43,2.14,3.16,0.0,0,0.0,72.06,2764,1174,0,77,Flown,86.5
3363,709,2230,709,2230,1384,2859,6,9,40,11,4,1,CNF37991618,TKT5029767064,2,GA507,177.43,21.29,7.78,18.93,0.0,0,0.0,225.43,5841,5694,89,178,Flown,78.3
3364,298,2330,298,2330,317,377,18,12,41,7,4,3,CNF40930577,TKT6140692600,4,GA964,199.69,11.49,8.22,17.83,0.0,0,15.98,253.21,2388,2328,0,221,Flown,81.0
3365,317,230,317,230,623,1308,17,2,34,2,6,3,CNF54286357,TKT4088517444,1,GA941,670.32,25.2,58.17,65.68,0.0,0,53.63,873.0,2114,5623,0,157,Flown,71.5
3366,1083,2200,1083,2200,721,5590,2,6,57,16,8,2,CNF41388258,TKT2355263733,3,GA976,39.2,26.15,2.19,3.17,25.0,0,0.0,95.71,4987,1745,0,225,No-Show,92.8
3367,96,645,96,645,1940,3915,18,20,9,10,6,3,CNF80617799,TKT8904381006,3,GA321,3375.1,11.89,324.65,261.47,0.0,50,270.01,4293.12,6596,17545,19,177,Flown,88.6
3368,541,1645,541,1645,593,2783,2,11,51,18,5,4,CNF31059507,TKT6140486871,3,GA852,577.93,13.65,23.97,29.9,50.0,0,57.79,753.24,5475,19162,0,332,Flown,82.9
3369,469,1645,469,1645,492,722,17,2,35,18,6,2,CNF69073382,TKT1092009114,4,GA313,922.71,23.92,83.05,71.72,0.0,0,0.0,1101.4,2342,6229,0,292,Flown,47.1
3370,508,1700,508,1700,1055,1946,12,20,58,23,4,2,CNF98921685,TKT0989479398,3,GA200,84.63,19.96,6.44,6.41,0.0,0,0.0,117.44,6370,6210,23,166,Flown,83.5
3371,288,1945,288,1945,1844,4234,21,20,62,24,2,4,CNF36469061,TKT0960338223,1,GA406,230.66,24.49,12.06,32.7,25.0,0,23.07,347.98,2137,908,24,177,Flown,69.0
3372,462,630,462,630,2744,2978,2,20,29,21,7,2,CNF82235375,TKT5727059250,3,GA870,3933.28,20.46,294.88,537.14,0.0,50,0.0,4835.76,6659,73249,0,67,Flown,83.2
3373,63,1345,63,1345,2262,2858,13,11,66,22,6,1,CNF18872069,TKT6577677887,1,GA689,1994.16,10.89,141.56,250.53,50.0,0,0.0,2447.14,462,1228,116,77,Flown,86.3
3374,798,715,798,715,2245,1326,4,20,35,24,2,1,CNF13084839,TKT7200663295,1,GA492,266.66,25.02,21.02,23.0,75.0,50,0.0,460.7,1603,681,0,292,Flown,75.8
3375,213,615,213,615,720,991,6,2,18,8,1,1,CNF68986574,TKT8936706197,2,GA937,92.44,26.47,5.02,10.87,0.0,100,0.0,234.8,3444,2066,0,69,Flown,51.3
3376,120,200,120,200,85,2929,13,17,24,20,3,1,CNF50038140,TKT4388015315,2,GA992,193.69,28.76,12.29,15.84,0.0,0,0.0,250.58,4338,1192,0,178,Flown,67.9
3377,630,1445,630,1445,1874,2577,13,20,7,4,2,1,CNF00583534,TKT8584255614,2,GA825,212.82,18.81,13.13,26.53,100.0,0,0.0,371.29,2240,952,17,184,Flown,69.7
3378,638,915,638,915,1641,2042,4,20,4,13,7,3,CNF17843760,TKT1832579816,2,GA102,4288.63,12.33,319.22,260.81,50.0,0,343.09,5274.08,4601,50611,23,291,Flown,53.7
3379,963,515,963,515,217,1231,13,6,7,20,3,2,CNF95352469,TKT3604259904,1,GA624,107.28,27.1,7.04,14.71,25.0,0,0.0,181.13,2653,729,0,184,Flown,83.1
3380,261,745,261,745,2581,1726,6,18,15,21,7,5,CNF01939589,TKT8184324457,3,GA218,5124.99,10.3,489.02,592.27,0.0,0,256.25,6472.83,2166,23826,0,391,Flown,77.3
3381,85,1700,85,1700,913,382,5,21,7,20,2,2,CNF43425951,TKT2286952938,4,GA108,90.3,15.36,6.7,8.97,0.0,0,0.0,121.33,6539,2779,0,184,Flown,35.2
3382,356,1315,356,1315,240,1018,5,2,20,12,8,1,CNF21062868,TKT5210073590,2,GA342,82.03,17.29,7.27,4.88,0.0,0,0.0,111.47,3774,1320,104,334,Flown,55.6
3383,720,1700,720,1700,1762,3589,7,5,18,7,4,3,CNF13257044,TKT1482243025,2,GA470,222.01,10.71,21.97,18.34,25.0,0,17.76,315.79,5646,5504,27,69,Flown,43.9
3384,793,1400,793,1400,2971,1307,20,11,67,16,8,4,CNF95888557,TKT3939742608,4,GA836,182.53,10.16,17.22,13.64,75.0,0,18.25,316.8,3183,1114,30,169,Flown,92.3
3385,134,1115,134,1115,1669,160,21,4,14,9,7,1,CNF55026259,TKT9143539595,1,GA889,3079.45,8.43,180.66,263.0,0.0,0,0.0,3531.54,5731,63041,0,158,Flown,68.5
3386,901,330,901,330,169,2643,13,6,12,20,1,1,CNF69172070,TKT3679889373,3,GA206,311.32,11.82,29.82,43.92,0.0,0,0.0,396.88,1254,752,1,339,Flown,80.9
3387,636,1745,636,1745,2908,2775,2,14,51,24,2,4,CNF63015277,TKT3748118448,4,GA663,198.5,11.66,13.26,19.78,0.0,0,19.85,263.05,7783,3307,0,332,Flown,94.8
3388,195,745,195,745,2548,3330,6,13,64,16,8,3,CNF78905291,TKT8440900255,2,GA397,176.98,9.14,14.15,18.37,0.0,0,14.16,232.8,6621,2317,154,178,Flown,76.6
3389,935,1530,935,1530,1498,2052,11,21,53,4,1,1,CNF87825731,TKT3022037354,2,GA484,156.72,12.14,11.42,20.57,0.0,100,0.0,300.85,3297,1978,62,396,Flown,71.8
3390,749,1315,749,1315,2955,1511,9,4,65,4,3,1,CNF05334016,TKT4785060933,3,GA759,56.07,8.25,3.89,3.99,50.0,50,0.0,172.2,4694,1290,0,68,Flown,84.7
3391,885,2315,885,2315,1552,2056,5,20,61,4,1,4,CNF71986585,TKT1021465481,4,GA999,204.7,26.66,19.99,28.48,0.0,50,20.47,350.3,2474,1484,0,392,Flown,38.0
3392,632,545,632,545,147,428,4,6,26,8,1,1,CNF93220615,TKT2501917798,2,GA358,171.92,10.77,16.89,11.39,0.0,0,0.0,210.97,3041,1824,0,181,Flown,38.7
3393,995,100,995,100,1122,2974,13,15,59,17,7,3,CNF79504700,TKT6225017759,2,GA502,5632.73,8.97,371.58,536.8,0.0,500,450.62,7500.7,7358,80938,5,177,Flown,83.3
