hotel_stay_key,reservation_date_key,arrival_date_key,departure_date_key,customer_key,hotel_property_key,booking_channel_key,confirmation_number,ticket_number,number_of_nights,room_type_code,room_type_name,nightly_rate_usd,extended_room_charge_usd,tax_charge_usd,extra_charges_usd,commission_paid_usd,net_revenue_usd,total_bill_usd,reservation_status,lead_time_days,linked_flight_segment
938,437,449,451,2120,19,1,HCF74865959,HTK0898042453,2,DLX,Deluxe Room,408.71,817.42,40.87,0.0,0.0,817.42,858.29,Checked-Out,12,True
939,949,952,954,2007,21,2,HCF73385314,HTK8179299745,2,STD,Standard Room,66.25,132.5,6.62,0.0,0.0,132.5,139.12,Checked-Out,3,True
940,449,455,462,1218,53,2,HCF14217154,HTK1645978843,7,STD,Standard Room,189.72,1328.04,112.88,86.37,0.0,1328.04,1527.29,Checked-Out,6,False
941,591,620,621,2143,49,1,HCF99783896,HTK1797617357,1,EXC,Executive Room,372.11,372.11,37.21,0.0,0.0,372.11,409.32,Checked-Out,29,False
942,770,774,777,2371,8,3,HCF22882305,HTK5194032914,3,STD,Standard Room,318.7,956.1,52.59,0.0,76.49,879.61,1008.69,Checked-Out,4,False
943,390,408,414,2104,53,1,HCF85508161,HTK4808360335,6,SUP,Superior Room,351.43,2108.58,179.23,0.0,0.0,2108.58,2287.81,Checked-Out,18,False
944,932,934,936,1257,44,4,HCF79828191,HTK4660771644,2,SUP,Superior Room,331.88,663.76,46.46,0.0,66.38,597.38,710.22,Checked-Out,2,True
945,743,797,799,2859,56,2,HCF64782904,HTK8680222510,2,STD,Standard Room,463.65,927.3,78.82,0.0,0.0,927.3,1006.12,Checked-Out,54,False
946,530,539,540,471,2,1,HCF53229236,HTK3775911005,1,DLX,Deluxe Room,338.89,338.89,22.03,0.0,0.0,338.89,360.92,Checked-Out,9,True
947,690,710,716,2394,20,1,HCF03189159,HTK3577818074,6,SUP,Superior Room,815.5,4893.0,244.65,0.0,0.0,4893.0,5137.65,Checked-Out,20,True
948,439,537,538,1218,41,1,HCF41648595,HTK1469260315,1,STD,Standard Room,77.38,77.38,5.42,142.6,0.0,77.38,225.4,Checked-Out,98,True
949,485,487,490,97,25,4,HCF04830863,HTK3736814650,3,STD,Standard Room,180.29,540.87,27.04,177.0,54.09,486.78,744.91,Cancelled,2,True
950,641,642,644,639,45,2,HCF25178440,HTK5689379133,2,SUT,Suite,569.0,1138.0,79.66,0.0,0.0,1138.0,1217.66,Checked-Out,1,True
951,527,531,534,1844,21,5,HCF27870209,HTK4926951767,3,DLX,Deluxe Room,80.66,241.98,12.1,0.0,12.1,229.88,254.08,Checked-Out,4,True
952,24,24,27,2671,60,1,HCF70479059,HTK7494399148,3,DLX,Deluxe Room,379.39,1138.17,119.51,76.95,0.0,1138.17,1334.63,Checked-Out,59,False
953,556,558,559,109,19,6,HCF96992225,HTK5029777787,1,STD,Standard Room,278.59,278.59,13.93,0.0,33.43,245.16,292.52,In-House,2,False
954,483,484,487,1567,51,2,HCF42357956,HTK1595337732,3,DLX,Deluxe Room,700.88,2102.64,199.75,0.0,0.0,2102.64,2302.39,Checked-Out,1,True
955,11,28,29,589,60,3,HCF46500982,HTK1147167921,1,SUT,Suite,687.14,687.14,72.15,0.0,54.97,632.17,759.29,Checked-Out,17,False
956,174,184,186,1295,53,1,HCF36361958,HTK3231445192,2,STD,Standard Room,202.25,404.5,34.38,0.0,0.0,404.5,438.88,No-Show,10,False
957,366,429,430,1164,46,2,HCF64786726,HTK7707766527,1,SUP,Superior Room,347.35,347.35,24.31,0.0,0.0,347.35,371.66,Checked-Out,63,True
958,178,189,190,1324,25,4,HCF10580791,HTK4376270566,1,STD,Standard Room,226.08,226.08,11.3,0.0,22.61,203.47,237.38,Checked-Out,11,False
959,891,904,907,394,53,2,HCF46083840,HTK0276834193,3,STD,Standard Room,226.06,678.18,57.65,0.0,0.0,678.18,735.83,Checked-Out,13,False
960,651,708,710,1750,9,3,HCF20567553,HTK7594078932,2,DLX,Deluxe Room,123.8,247.6,13.62,0.0,19.81,227.79,261.22,Cancelled,57,False
961,421,431,434,2570,44,1,HCF67402159,HTK0903541273,3,DLX,Deluxe Room,307.53,922.59,64.58,0.0,0.0,922.59,987.17,Cancelled,10,True
962,256,301,303,2517,53,4,HCF00032108,HTK6171254073,2,SUP,Superior Room,351.63,703.26,59.78,0.0,70.33,632.93,763.04,Checked-Out,45,True
963,848,909,913,2369,62,3,HCF92163197,HTK3589766972,4,STD,Standard Room,555.67,2222.68,233.38,0.0,177.81,2044.87,2456.06,Checked-Out,61,False
964,642,669,673,336,8,3,HCF79954946,HTK8786113454,4,DLX,Deluxe Room,342.06,1368.24,75.25,0.0,109.46,1258.78,1443.49,Checked-Out,27,True
965,118,131,132,2098,54,1,HCF37680357,HTK7804175651,1,SUT,Suite,381.27,381.27,32.41,0.0,0.0,381.27,413.68,Checked-Out,13,False
966,828,877,879,1277,2,4,HCF44306107,HTK9416585386,2,STD,Standard Room,228.67,457.34,29.73,32.14,45.73,411.61,519.21,Checked-Out,49,False
967,614,642,643,196,57,1,HCF06732473,HTK5147640630,1,SUT,Suite,662.71,662.71,79.53,31.86,0.0,662.71,774.1,Cancelled,28,True
968,727,731,732,588,1,2,HCF06427492,HTK9607583330,1,FAM,Family Room,162.29,162.29,10.55,0.0,0.0,162.29,172.84,Checked-Out,4,False
969,655,670,675,571,49,1,HCF11137685,HTK3728774728,5,STD,Standard Room,176.68,883.4,88.34,0.0,0.0,883.4,971.74,Checked-Out,15,False
970,877,881,882,2271,11,4,HCF61915714,HTK9121637760,1,SUP,Superior Room,90.58,90.58,4.98,0.0,9.06,81.52,95.56,Cancelled,4,False
971,142,145,149,2243,2,4,HCF21840802,HTK4166980541,4,SUP,Superior Room,327.64,1310.56,85.19,0.0,131.06,1179.5,1395.75,Checked-Out,3,True
972,468,472,473,1597,53,1,HCF70854935,HTK7560554985,1,DLX,Deluxe Room,241.34,241.34,20.51,0.0,0.0,241.34,261.85,Checked-Out,4,True
973,973,981,982,2282,50,5,HCF77958382,HTK9693318494,1,EXC,Executive Room,196.61,196.61,18.68,21.14,9.83,186.78,236.43,Checked-Out,8,False
974,315,340,342,1274,3,4,HCF89068268,HTK7826136571,2,SUP,Superior Room,76.39,152.78,9.93,0.0,15.28,137.5,162.71,Checked-Out,25,True
975,636,646,649,969,19,4,HCF38444280,HTK7579097264,3,STD,Standard Room,220.96,662.88,33.14,0.0,66.29,596.59,696.02,Checked-Out,10,True
976,491,492,495,157,35,2,HCF02564573,HTK4139997181,3,SUT,Suite,2209.13,6627.39,596.47,0.0,0.0,6627.39,7223.86,Checked-Out,1,False
977,147,161,165,976,23,4,HCF41044030,HTK6964033619,4,STD,Standard Room,738.34,2953.36,147.67,140.41,295.34,2658.02,3241.44,Checked-Out,14,True
978,574,586,592,851,2,4,HCF31932286,HTK0581039937,6,STD,Standard Room,154.43,926.58,60.23,0.0,92.66,833.92,986.81,Checked-Out,12,False
979,942,958,959,2271,61,5,HCF25768737,HTK5102996963,1,DLX,Deluxe Room,105.85,105.85,11.11,0.0,5.29,100.56,116.96,Checked-Out,16,False
980,447,462,463,1457,9,1,HCF21776666,HTK8561672832,1,FAM,Family Room,176.17,176.17,9.69,0.0,0.0,176.17,185.86,In-House,15,True
981,122,131,136,93,1,4,HCF12338076,HTK3910344495,5,STD,Standard Room,53.73,268.65,17.46,0.0,26.86,241.79,286.11,Cancelled,9,False
982,226,238,240,2612,2,2,HCF29388315,HTK1408624331,2,SUT,Suite,725.14,1450.28,94.27,0.0,0.0,1450.28,1544.55,Checked-Out,12,False
983,834,856,858,1339,31,3,HCF78681240,HTK6860655282,2,STD,Standard Room,453.4,906.8,43.53,0.0,72.54,834.26,950.33,Checked-Out,22,True
984,831,856,860,1335,28,1,HCF20409820,HTK6787051381,4,STD,Standard Room,409.78,1639.12,78.68,0.0,0.0,1639.12,1717.8,Checked-Out,25,True
985,795,814,815,556,54,3,HCF18121105,HTK1437645612,1,STD,Standard Room,110.19,110.19,9.37,0.0,8.82,101.37,119.56,Checked-Out,19,False
986,1087,1093,1093,1302,10,3,HCF85593183,HTK6550211766,6,STD,Standard Room,893.9,5363.4,294.99,0.0,429.07,4934.33,5658.39,Checked-Out,6,False
987,653,665,667,1347,51,2,HCF69793902,HTK6843856531,2,DLX,Deluxe Room,700.73,1401.46,133.14,28.02,0.0,1401.46,1562.62,No-Show,12,False
988,110,137,138,513,27,2,HCF82965391,HTK1034278308,1,STD,Standard Room,51.36,51.36,2.47,0.0,0.0,51.36,53.83,No-Show,27,True
989,130,135,137,1459,53,1,HCF85191992,HTK0214407075,2,SUT,Suite,738.48,1476.96,125.54,0.0,0.0,1476.96,1602.5,Checked-Out,5,True
990,839,849,852,1709,10,1,HCF48936906,HTK9679461975,3,STD,Standard Room,665.25,1995.75,109.77,29.57,0.0,1995.75,2135.09,Checked-Out,10,True
991,483,491,495,314,44,2,HCF93449810,HTK7497842186,4,STD,Standard Room,293.99,1175.96,82.32,152.39,0.0,1175.96,1410.67,No-Show,8,False
992,762,779,783,217,40,3,HCF47345016,HTK8218429701,4,FAM,Family Room,186.27,745.08,55.88,0.0,59.61,685.47,800.96,Checked-Out,17,True
993,683,685,688,190,21,2,HCF41477856,HTK7833878524,3,STD,Standard Room,72.98,218.94,10.95,0.0,0.0,218.94,229.89,Checked-Out,2,True
994,510,514,515,2719,57,2,HCF93159180,HTK4769659413,1,STD,Standard Room,277.41,277.41,33.29,0.0,0.0,277.41,310.7,Checked-Out,4,False
995,748,749,752,2839,44,3,HCF71592977,HTK0376681524,3,SUP,Superior Room,346.33,1038.99,72.73,0.0,83.12,955.87,1111.72,Checked-Out,1,False
996,120,139,141,1641,53,1,HCF06919643,HTK1129339410,2,SUP,Superior Room,261.74,523.48,44.5,0.0,0.0,523.48,567.98,Checked-Out,19,True
997,841,880,882,1708,11,1,HCF23283418,HTK4812960666,2,SUT,Suite,222.63,445.26,24.49,21.17,0.0,445.26,490.92,Checked-Out,39,True
998,851,853,854,1010,52,1,HCF31243105,HTK1944328407,1,DLX,Deluxe Room,80.17,80.17,7.62,0.0,0.0,80.17,87.79,Checked-Out,2,True
999,1009,1020,1021,954,64,2,HCF79802856,HTK3863481240,1,DLX,Deluxe Room,588.01,588.01,61.74,0.0,0.0,588.01,649.75,Checked-Out,11,True
1000,27,28,29,2716,8,1,HCF24529794,HTK3652453808,1,STD,Standard Room,141.72,141.72,7.79,0.0,0.0,141.72,149.51,Checked-Out,1,False
1001,624,627,630,8,44,3,HCF47692583,HTK5547710028,3,EXC,Executive Room,450.79,1352.37,94.67,0.0,108.19,1244.18,1447.04,No-Show,3,False
1002,1049,1051,1052,1412,1,4,HCF29432431,HTK9913624473,1,DLX,Deluxe Room,111.22,111.22,7.23,14.17,11.12,100.1,132.62,Checked-Out,2,False
1003,714,718,725,2637,46,1,HCF71724483,HTK2100001094,7,STD,Standard Room,689.5,4826.5,337.86,35.94,0.0,4826.5,5200.3,Cancelled,4,True
1004,531,533,535,1756,49,2,HCF83629640,HTK8970528118,2,STD,Standard Room,228.26,456.52,45.65,0.0,0.0,456.52,502.17,Checked-Out,2,False
1005,88,109,110,1152,64,2,HCF75287985,HTK1076497223,1,FAM,Family Room,1162.23,1162.23,122.03,40.29,0.0,1162.23,1324.55,Checked-Out,21,True
1006,256,260,262,1664,30,1,HCF49051667,HTK0765511531,2,STD,Standard Room,232.75,465.5,22.34,0.0,0.0,465.5,487.84,Checked-Out,4,False
1007,817,841,843,1087,24,3,HCF57100622,HTK3994377829,2,STD,Standard Room,454.37,908.74,45.44,0.0,72.7,836.04,954.18,Checked-Out,24,True
1008,809,819,820,738,62,3,HCF68778650,HTK0970770969,1,SUP,Superior Room,762.57,762.57,80.07,154.79,61.01,701.56,997.43,Checked-Out,10,False
1009,79,101,107,1671,10,6,HCF90441872,HTK7789191711,6,STD,Standard Room,604.0,3624.0,199.32,0.0,434.88,3189.12,3823.32,Checked-Out,22,False
1010,853,867,868,1862,50,3,HCF15824287,HTK6515977522,1,STD,Standard Room,125.8,125.8,11.95,0.0,10.06,115.74,137.75,Checked-Out,14,True
1011,1016,1028,1030,1304,16,1,HCF04012743,HTK9190810619,2,DLX,Deluxe Room,182.18,364.36,25.51,0.0,0.0,364.36,389.87,Checked-Out,12,False
1012,86,102,104,1689,22,2,HCF44606865,HTK2965836764,2,STD,Standard Room,115.99,231.98,11.6,0.0,0.0,231.98,243.58,Checked-Out,16,False
1013,292,310,313,930,1,3,HCF89981604,HTK0885862955,3,EXC,Executive Room,75.77,227.31,14.78,0.0,18.18,209.13,242.09,Checked-Out,18,True
1014,216,221,223,1897,46,5,HCF24241629,HTK8029725432,2,STD,Standard Room,323.41,646.82,45.28,0.0,32.34,614.48,692.1,Checked-Out,5,False
1015,85,87,89,161,10,6,HCF47864753,HTK9558868678,2,SUP,Superior Room,921.97,1843.94,101.42,87.7,221.27,1622.67,2033.06,Checked-Out,2,True
1016,557,585,587,1223,52,1,HCF24855378,HTK0715969332,2,STD,Standard Room,37.33,74.66,7.09,0.0,0.0,74.66,81.75,Checked-Out,28,True
1017,666,678,679,351,57,4,HCF21100718,HTK1372068456,1,DLX,Deluxe Room,291.41,291.41,34.97,0.0,29.14,262.27,326.38,Checked-Out,12,True
1018,468,471,472,174,58,2,HCF14617931,HTK8790605142,1,DLX,Deluxe Room,355.96,355.96,42.72,0.0,0.0,355.96,398.68,Cancelled,3,True
1019,761,773,775,94,62,2,HCF80625894,HTK0345696876,2,SUP,Superior Room,512.09,1024.18,107.54,0.0,0.0,1024.18,1131.72,Checked-Out,12,False
1020,426,455,457,533,2,1,HCF50745077,HTK8282185702,2,SUP,Superior Room,304.95,609.9,39.64,196.85,0.0,609.9,846.39,Checked-Out,29,False
1021,635,638,644,2972,24,2,HCF47726548,HTK4881648448,6,STD,Standard Room,785.25,4711.5,235.58,30.41,0.0,4711.5,4977.49,Checked-Out,3,False
1022,859,875,878,1644,20,6,HCF45932533,HTK1716597064,35,STD,Standard Room,420.64,14722.4,736.12,0.0,151.43,1110.49,15458.52,Checked-Out,16,True
1023,884,899,901,1179,21,3,HCF60343677,HTK2579875829,2,STD,Standard Room,68.41,136.82,6.84,20.28,10.95,125.87,163.94,Checked-Out,15,False
1024,258,262,263,2836,21,2,HCF84973469,HTK3849209549,1,DLX,Deluxe Room,118.27,118.27,5.91,0.0,0.0,118.27,124.18,Cancelled,4,True
1025,990,1005,1007,400,60,3,HCF27692285,HTK1018162766,2,FAM,Family Room,490.18,980.36,102.94,0.0,78.43,901.93,1083.3,Cancelled,15,True
1026,569,586,590,2611,60,4,HCF54826283,HTK5469764825,4,STD,Standard Room,187.29,749.16,78.66,88.35,74.92,674.24,916.17,Checked-Out,17,False
1027,890,898,900,1808,64,2,HCF93965583,HTK4964944366,2,STD,Standard Room,445.58,891.16,93.57,0.0,0.0,891.16,984.73,Checked-Out,8,False
1028,167,173,174,1713,14,2,HCF59849104,HTK8595898004,1,STD,Standard Room,238.24,238.24,16.68,0.0,0.0,238.24,254.92,Checked-Out,6,True
1029,927,931,933,1179,11,1,HCF86241086,HTK9226043229,2,STD,Standard Room,84.22,168.44,9.26,0.0,0.0,168.44,177.7,Cancelled,4,True
1030,352,364,371,937,56,1,HCF56628827,HTK5647272092,7,STD,Standard Room,520.6,3644.2,309.76,0.0,0.0,3644.2,3953.96,Checked-Out,12,True
1031,805,807,812,2260,62,1,HCF50574554,HTK3602262098,5,FAM,Family Room,888.63,4443.15,466.53,38.2,0.0,4443.15,4947.88,Checked-Out,2,True
1032,115,116,119,1681,16,1,HCF14357429,HTK2299319474,3,DLX,Deluxe Room,124.17,372.51,26.08,0.0,0.0,372.51,398.59,Checked-Out,1,True
1033,91,99,101,2127,52,2,HCF33710947,HTK0626529438,2,SUP,Superior Room,43.92,87.84,8.34,195.26,0.0,87.84,291.44,Checked-Out,8,False
1034,502,516,519,1507,10,1,HCF32629314,HTK8917524889,3,FAM,Family Room,1094.55,3283.65,180.6,0.0,0.0,3283.65,3464.25,Checked-Out,14,True
1035,977,1012,1014,2482,27,3,HCF42277487,HTK6593332618,2,STD,Standard Room,72.3,144.6,6.94,0.0,11.57,133.03,151.54,Cancelled,35,False
1036,485,490,492,515,53,1,HCF05528359,HTK9247118318,2,STD,Standard Room,317.25,634.5,53.93,0.0,0.0,634.5,688.43,Checked-Out,5,True
1037,1086,1088,1090,1622,41,3,HCF54227566,HTK2553049760,2,DLX,Deluxe Room,101.84,203.68,14.26,0.0,16.29,187.39,217.94,Checked-Out,2,True
1038,628,644,647,730,60,4,HCF80365424,HTK9743711999,3,DLX,Deluxe Room,476.72,1430.16,150.17,0.0,143.02,1287.14,1580.33,Checked-Out,16,True
1039,201,208,210,595,17,4,HCF57802151,HTK5209922512,2,EXC,Executive Room,358.35,716.7,35.84,0.0,71.67,645.03,752.54,Checked-Out,7,True
1040,348,373,375,2652,1,2,HCF07928695,HTK2765558310,2,STD,Standard Room,56.04,112.08,7.29,0.0,0.0,112.08,119.37,Checked-Out,25,True
1041,431,436,437,1063,23,1,HCF76023540,HTK1652618711,1,STD,Standard Room,500.87,500.87,25.04,0.0,0.0,500.87,525.91,Checked-Out,5,False
1042,37,40,42,2294,40,6,HCF92164984,HTK0651402483,2,SUP,Superior Room,75.26,150.52,11.29,41.49,18.06,132.46,203.3,Checked-Out,3,True
1043,187,188,190,2712,5,3,HCF33833888,HTK5805614040,2,DLX,Deluxe Room,153.21,306.42,19.92,49.99,24.51,281.91,376.33,Checked-Out,1,True
1044,235,239,242,1963,3,2,HCF68662812,HTK7883440162,3,EXC,Executive Room,196.18,0.0,0.0,0.0,0.0,588.54,0.0,Checked-Out,4,False
1045,510,514,516,2233,2,2,HCF48559043,HTK4942672944,2,DLX,Deluxe Room,181.51,363.02,23.6,0.0,0.0,363.02,386.62,Checked-Out,4,False
1046,527,531,533,2351,2,2,HCF15543445,HTK8620573556,2,STD,Standard Room,158.69,317.38,20.63,119.03,0.0,317.38,457.04,Checked-Out,4,False
1047,1025,1039,1040,72,33,5,HCF18715378,HTK1092339303,1,STD,Standard Room,55.4,55.4,4.99,0.0,2.77,52.63,60.39,Checked-Out,14,False
1048,726,727,729,1656,1,1,HCF45126639,HTK3459340214,2,STD,Standard Room,60.07,120.14,7.81,0.0,0.0,120.14,127.95,Checked-Out,1,False
1049,595,649,653,1302,28,2,HCF04445322,HTK7321189576,4,STD,Standard Room,648.66,2594.64,124.54,0.0,0.0,2594.64,2719.18,Checked-Out,54,False
1050,752,770,772,2465,23,2,HCF42184550,HTK1112224002,2,STD,Standard Room,872.71,1745.42,87.27,154.04,0.0,1745.42,1986.73,Cancelled,18,True
1051,593,609,612,694,31,1,HCF63814736,HTK7431067167,3,SUP,Superior Room,726.4,2179.2,104.6,0.0,0.0,2179.2,2283.8,Checked-Out,16,False
1052,161,163,168,2691,25,1,HCF24440652,HTK2538114553,5,STD,Standard Room,277.03,1385.15,69.26,39.56,0.0,1385.15,1493.97,Checked-Out,2,False
1053,26,27,30,319,6,3,HCF17684737,HTK9871530651,3,STD,Standard Room,783.79,2351.37,129.33,40.21,188.11,2163.26,2520.91,Checked-Out,1,False
1054,779,800,803,1818,33,1,HCF22151323,HTK8383240829,3,STD,Standard Room,72.1,216.3,19.47,0.0,0.0,216.3,235.77,No-Show,21,True
1055,752,778,780,1590,17,1,HCF40213245,HTK6046649388,2,DLX,Deluxe Room,387.41,774.82,38.74,0.0,0.0,774.82,813.56,Checked-Out,26,True
1056,927,937,939,1440,53,3,HCF95064878,HTK0849726583,2,EXC,Executive Room,326.79,653.58,55.55,0.0,52.29,601.29,709.13,Checked-Out,10,False
1057,612,614,616,1159,62,6,HCF15984181,HTK7408592229,2,STD,Standard Room,757.62,1515.24,159.1,0.0,181.83,1333.41,1674.34,In-House,2,True
1058,811,821,822,1621,21,4,HCF12532827,HTK1976874822,1,STD,Standard Room,59.02,59.02,2.95,0.0,5.9,53.12,61.97,Checked-Out,10,True
1059,70,76,78,2810,40,1,HCF57940274,HTK0627354128,2,DLX,Deluxe Room,178.28,356.56,26.74,15.52,0.0,356.56,398.82,Cancelled,6,False
1060,808,831,838,257,14,5,HCF30387415,HTK0477278876,7,DLX,Deluxe Room,455.02,3185.14,222.96,0.0,159.26,3025.88,3408.1,Checked-Out,23,False
1061,112,125,127,2046,33,5,HCF78032839,HTK4777274360,2,DLX,Deluxe Room,155.23,310.46,27.94,0.0,15.52,294.94,338.4,Checked-Out,13,False
1062,641,650,655,1140,50,1,HCF17132898,HTK8372522581,5,DLX,Deluxe Room,82.44,412.2,39.16,0.0,0.0,412.2,451.36,Checked-Out,9,False
1063,437,448,449,2560,62,4,HCF64807148,HTK8858181549,1,SUP,Superior Room,838.11,838.11,88.0,137.09,83.81,754.3,1063.2,Checked-Out,11,True
1064,455,457,459,1376,44,1,HCF96075198,HTK7261521144,2,DLX,Deluxe Room,244.53,489.06,34.23,0.0,0.0,489.06,523.29,Checked-Out,2,True
1065,205,216,220,694,9,3,HCF42927480,HTK4192129226,4,STD,Standard Room,93.82,375.28,20.64,0.0,30.02,345.26,395.92,Checked-Out,11,False
1066,432,458,459,618,50,3,HCF02071515,HTK1180740368,1,STD,Standard Room,139.87,139.87,13.29,118.85,11.19,128.68,272.01,Cancelled,26,True
1067,414,486,492,725,37,1,HCF28943241,HTK3191416997,6,DLX,Deluxe Room,231.68,1390.08,125.11,0.0,0.0,1390.08,1515.19,Checked-Out,72,True
1068,929,947,951,2813,62,6,HCF21517221,HTK8810547466,4,DLX,Deluxe Room,733.24,2932.96,307.96,37.98,351.96,2581.0,3278.9,Cancelled,18,False
1069,941,971,973,2963,17,3,HCF43496460,HTK3563888850,2,STD,Standard Room,287.61,575.22,28.76,48.35,46.02,529.2,652.33,Cancelled,30,False
1070,411,443,445,985,40,1,HCF04758598,HTK4592091317,2,STD,Standard Room,116.41,232.82,17.46,0.0,0.0,232.82,250.28,Cancelled,32,False
1071,289,301,304,694,58,1,HCF56273738,HTK7988759613,3,STD,Standard Room,277.14,831.42,99.77,0.0,0.0,831.42,931.19,Cancelled,12,True
1072,1049,1084,1086,1860,8,4,HCF86345480,HTK3944832294,2,STD,Standard Room,179.1,358.2,19.7,0.0,35.82,322.38,377.9,Checked-Out,35,True
1073,3,3,4,548,21,2,HCF84374992,HTK2752450991,1,FAM,Family Room,143.1,143.1,7.16,22.65,0.0,143.1,172.91,Checked-Out,48,False
1074,858,888,893,1620,58,1,HCF82385665,HTK2671278345,5,STD,Standard Room,190.81,954.05,114.49,21.35,0.0,954.05,1089.89,Checked-Out,30,False
1075,87,94,98,799,43,2,HCF76008647,HTK8240579554,4,SUP,Superior Room,226.66,906.64,63.46,0.0,0.0,906.64,970.1,Checked-Out,7,False
1076,518,548,551,244,41,1,HCF71385370,HTK3388033118,3,STD,Standard Room,67.96,203.88,14.27,112.87,0.0,203.88,331.02,Checked-Out,30,False
1077,987,996,998,1411,9,1,HCF96700971,HTK3818299952,2,SUP,Superior Room,155.33,310.66,17.09,0.0,0.0,310.66,327.75,Checked-Out,9,False
1078,895,915,919,1032,19,4,HCF38743016,HTK0057541254,4,DLX,Deluxe Room,384.29,1537.16,76.86,0.0,153.72,1383.44,1614.02,Checked-Out,20,False
1079,818,819,822,189,5,1,HCF82037750,HTK0954746984,3,STD,Standard Room,83.78,251.34,16.34,0.0,0.0,251.34,267.68,Checked-Out,1,False
1080,915,928,929,955,64,3,HCF44808345,HTK5087739463,1,DLX,Deluxe Room,1024.43,1024.43,107.57,0.0,81.95,942.48,1132.0,Checked-Out,13,False
1081,579,701,703,242,46,2,HCF58509141,HTK0562523284,2,STD,Standard Room,428.65,857.3,60.01,0.0,0.0,857.3,917.31,Checked-Out,122,True
1082,225,234,235,2705,12,2,HCF24126908,HTK4986205392,1,SUP,Superior Room,280.02,280.02,19.6,0.0,0.0,280.02,299.62,No-Show,9,False
1083,314,332,338,1500,10,2,HCF20322121,HTK0350136384,6,EXC,Executive Room,940.27,5641.62,310.29,39.7,0.0,5641.62,5991.61,Checked-Out,18,True
1084,888,917,918,220,40,3,HCF29381583,HTK1206633657,1,SUP,Superior Room,168.13,168.13,12.61,0.0,13.45,154.68,180.74,Checked-Out,29,False
1085,604,649,650,2754,8,4,HCF26435894,HTK6817838849,1,DLX,Deluxe Room,210.99,210.99,11.6,0.0,21.1,189.89,222.59,Checked-Out,45,True
1086,1026,1030,1031,1813,27,2,HCF55549350,HTK3234404281,1,SUT,Suite,267.87,267.87,12.86,0.0,0.0,267.87,280.73,Checked-Out,4,True
1087,916,925,928,1951,31,1,HCF63666631,HTK1479805622,3,STD,Standard Room,631.46,1894.38,90.93,24.7,0.0,1894.38,2010.01,Checked-Out,9,True
1088,149,154,158,1546,19,2,HCF06342316,HTK1148186723,4,STD,Standard Room,262.19,1048.76,52.44,157.64,0.0,1048.76,1258.84,Checked-Out,5,True
1089,460,463,468,743,6,2,HCF97233368,HTK4525618242,5,SUT,Suite,1421.2,7106.0,390.83,0.0,0.0,7106.0,7496.83,Checked-Out,3,False
1090,862,866,868,2402,57,1,HCF50645745,HTK1137364453,2,SUP,Superior Room,356.74,713.48,85.62,26.02,0.0,713.48,825.12,Checked-Out,4,False
1091,1011,1064,1066,524,19,5,HCF57270435,HTK8589002019,2,EXC,Executive Room,550.19,1100.38,55.02,0.0,55.02,1045.36,1155.4,Checked-Out,53,False
1092,646,664,666,2638,27,1,HCF89309492,HTK7618395815,2,STD,Standard Room,105.31,210.62,10.11,0.0,0.0,210.62,220.73,In-House,18,False
1093,36,72,73,2988,11,6,HCF82077190,HTK9410856185,1,STD,Standard Room,79.98,79.98,4.4,0.0,9.6,70.38,84.38,Checked-Out,36,False
1094,574,582,583,2360,51,1,HCF40865889,HTK3025398728,1,STD,Standard Room,660.05,660.05,62.7,0.0,0.0,660.05,722.75,Checked-Out,8,False
1095,800,821,822,146,52,2,HCF63550528,HTK7295161110,1,FAM,Family Room,92.19,92.19,8.76,0.0,0.0,92.19,100.95,Checked-Out,21,False
1096,19,22,27,1153,19,1,HCF62469729,HTK9757106921,5,EXC,Executive Room,507.15,2535.75,126.79,0.0,0.0,2535.75,2662.54,Checked-Out,3,True
1097,736,737,739,825,44,4,HCF86534163,HTK6202055892,2,SUT,Suite,753.84,1507.68,105.54,195.95,150.77,1356.91,1809.17,Cancelled,1,False
1098,969,977,979,670,58,1,HCF79123492,HTK6212061946,2,SUP,Superior Room,184.17,368.34,44.2,0.0,0.0,368.34,412.54,Checked-Out,8,True
1099,985,1001,1007,2922,46,2,HCF13878380,HTK2324168683,6,DLX,Deluxe Room,652.95,3917.7,274.24,0.0,0.0,3917.7,4191.94,Checked-Out,16,False
1100,532,536,539,1388,35,2,HCF01103952,HTK9033000651,3,DLX,Deluxe Room,1038.81,3116.43,280.48,0.0,0.0,3116.43,3396.91,Checked-Out,4,True
1101,226,232,235,2659,49,1,HCF15161793,HTK3053182825,3,DLX,Deluxe Room,271.99,815.97,81.6,0.0,0.0,815.97,897.57,Checked-Out,6,True
1102,225,259,261,2060,35,1,HCF16123413,HTK5259063983,2,DLX,Deluxe Room,641.12,1282.24,115.4,0.0,0.0,1282.24,1397.64,Checked-Out,34,True
1103,1032,1034,1038,286,9,1,HCF68016058,HTK0205855549,4,DLX,Deluxe Room,195.23,780.92,42.95,0.0,0.0,780.92,823.87,Checked-Out,2,True
1104,338,340,345,932,14,2,HCF62681061,HTK9134587086,5,STD,Standard Room,332.95,1664.75,116.53,0.0,0.0,1664.75,1781.28,Checked-Out,2,True
1105,146,170,171,2013,40,3,HCF33264852,HTK5050829474,1,STD,Standard Room,88.65,88.65,6.65,127.28,7.09,81.56,222.58,Cancelled,24,False
