profile_key,passenger_id,frequent_flyer_num,preferred_seat,preferred_meal,special_assistance,marketing_consent,lifetime_segments_flown,lifetime_miles_earned,customer_segment,scd_effective_date,scd_expiry_date,scd_current_flag,scd_version
595,PAX0000595,FF00000595,No Preference,Vegan,None,True,14,36180,Student,2022-01-01,2023-03-31,False,1
3595,PAX0000595,FF00000595,No Preference,Vegan,None,True,26,50090,Student,2023-04-01,9999-12-31,True,2
596,PAX0000596,FF00000596,No Preference,Standard,Wheelchair,False,16,61873,Family,2022-01-01,2023-03-31,False,1
3596,PAX0000596,FF00000596,No Preference,Standard,Wheelchair,False,23,72061,Leisure,2023-04-01,9999-12-31,True,2
597,PAX0000597,FF00000597,Window,Halal,None,True,8,39307,Family,2022-01-01,9999-12-31,True,1
598,PAX0000598,FF00000598,Aisle,Vegan,None,False,11,6197,Leisure,2022-01-01,9999-12-31,True,1
599,PAX0000599,FF00000599,No Preference,Vegan,None,False,0,10044,Senior,2022-01-01,9999-12-31,True,1
600,PAX0000600,FF00000600,Window,Vegan,WCHR,True,7,28799,Leisure,2022-01-01,9999-12-31,True,1
601,PAX0000601,FF00000601,Window,Vegan,None,False,22,6553,Leisure,2022-01-01,9999-12-31,True,1
602,PAX0000602,FF00000602,Aisle,Vegan,None,False,1,99296,Family,2022-01-01,9999-12-31,True,1
603,PAX0000603,FF00000603,No Preference,Vegan,Wheelchair,True,1,19530,Student,2022-01-01,2023-03-31,False,1
3603,PAX0000603,FF00000603,No Preference,Vegan,Wheelchair,True,10,24961,Senior,2023-04-01,9999-12-31,True,2
604,PAX0000604,FF00000604,Window,Child,None,True,10,23385,Business Traveler,2022-01-01,2023-03-31,False,1
3604,PAX0000604,FF00000604,Window,Child,None,True,20,39210,Business Traveler,2023-04-01,9999-12-31,True,2
605,PAX0000605,FF00000605,Window,None,Wheelchair,False,1,1761,Business Traveler,2022-01-01,9999-12-31,True,1
606,PAX0000606,FF00000606,No Preference,Standard,None,False,1,26426,Leisure,2022-01-01,9999-12-31,True,1
607,PAX0000607,FF00000607,Aisle,Standard,None,False,9,7987,Family,2022-01-01,2023-03-31,False,1
3607,PAX0000607,FF00000607,Aisle,Standard,None,False,26,27636,Business Traveler,2023-04-01,9999-12-31,True,2
608,PAX0000608,FF00000608,No Preference,Vegetarian,None,True,12,51455,Senior,2022-01-01,9999-12-31,True,1
609,PAX0000609,FF00000609,No Preference,Child,None,True,0,20682,Family,2022-01-01,9999-12-31,True,1
610,PAX0000610,FF00000610,Aisle,Vegan,WCHR,True,14,8723,Business Traveler,2022-01-01,9999-12-31,True,1
611,PAX0000611,FF00000611,Window,Vegan,None,False,4,28529,Business Traveler,2022-01-01,9999-12-31,True,1
612,PAX0000612,FF00000612,Window,Vegan,None,False,27,49810,Family,2022-01-01,9999-12-31,True,1
613,PAX0000613,FF00000613,No Preference,Standard,WCHR,False,10,39304,Family,2022-01-01,9999-12-31,True,1
614,PAX0000614,FF00000614,No Preference,Vegan,None,True,5,30730,Senior,2022-01-01,9999-12-31,True,1
615,PAX0000615,FF00000615,No Preference,Vegan,None,True,7,6319,Student,2022-01-01,2023-03-31,False,1
3615,PAX0000615,FF00000615,No Preference,Vegan,None,True,19,23007,Student,2023-04-01,9999-12-31,True,2
616,PAX0000616,FF00000616,Window,Child,None,False,14,24389,Senior,2022-01-01,2023-03-31,False,1
3616,PAX0000616,FF00000616,Window,Child,None,False,26,32289,Family,2023-04-01,9999-12-31,True,2
617,PAX0000617,FF00000617,No Preference,None,None,True,5,72688,Student,2022-01-01,9999-12-31,True,1
618,PAX0000618,FF00000618,Aisle,Child,None,False,0,11383,Leisure,2022-01-01,9999-12-31,True,1
619,PAX0000619,FF00000619,No Preference,Vegan,None,False,0,43640,Family,2022-01-01,9999-12-31,True,1
620,PAX0000620,FF00000620,No Preference,Halal,WCHR,False,14,12074,Business Traveler,2022-01-01,9999-12-31,True,1
621,PAX0000621,FF00000621,Window,Standard,None,True,13,15122,Family,2022-01-01,9999-12-31,True,1
622,PAX0000622,FF00000622,Window,Halal,None,True,16,18164,Senior,2022-01-01,9999-12-31,True,1
623,PAX0000623,FF00000623,Window,Child,WCHC,True,6,81876,Student,2022-01-01,9999-12-31,True,1
624,PAX0000624,FF00000624,No Preference,Vegetarian,None,False,3,3850,Leisure,2022-01-01,9999-12-31,True,1
625,PAX0000625,FF00000625,Window,Child,None,True,10,104526,Senior,2022-01-01,2023-03-31,False,1
3625,PAX0000625,FF00000625,Window,Child,None,True,17,114439,Business Traveler,2023-04-01,9999-12-31,True,2
626,PAX0000626,FF00000626,Window,Child,Wheelchair,True,5,1921,Student,2022-01-01,9999-12-31,True,1
627,PAX0000627,FF00000627,No Preference,Vegetarian,WCHC,True,4,21152,Senior,2022-01-01,2023-03-31,False,1
3627,PAX0000627,FF00000627,No Preference,Vegetarian,WCHC,True,24,37943,Leisure,2023-04-01,9999-12-31,True,2
628,PAX0000628,FF00000628,Window,Halal,None,True,2,32197,Business Traveler,2022-01-01,9999-12-31,True,1
629,PAX0000629,FF00000629,No Preference,Standard,None,True,73,18030,Leisure,2022-01-01,9999-12-31,True,1
630,PAX0000630,FF00000630,Aisle,Vegan,None,True,5,15359,Family,2022-01-01,2023-03-31,False,1
3630,PAX0000630,FF00000630,Aisle,Vegan,None,True,11,34662,Student,2023-04-01,9999-12-31,True,2
631,PAX0000631,FF00000631,Aisle,Halal,None,False,1,64437,Senior,2022-01-01,9999-12-31,True,1
632,PAX0000632,FF00000632,No Preference,Vegan,Wheelchair,True,6,14695,Family,2022-01-01,2023-03-31,False,1
3632,PAX0000632,FF00000632,No Preference,Vegan,Wheelchair,True,12,28652,Student,2023-04-01,9999-12-31,True,2
633,PAX0000633,FF00000633,No Preference,Standard,Wheelchair,False,12,17503,Family,2022-01-01,2023-03-31,False,1
3633,PAX0000633,FF00000633,No Preference,Standard,Wheelchair,False,19,29758,Student,2023-04-01,9999-12-31,True,2
634,PAX0000634,FF00000634,No Preference,Standard,None,False,12,1902,Family,2022-01-01,2023-03-31,False,1
3634,PAX0000634,FF00000634,No Preference,Standard,None,False,29,11244,Senior,2023-04-01,9999-12-31,True,2
635,PAX0000635,FF00000635,No Preference,None,None,True,20,84655,Family,2022-01-01,9999-12-31,True,1
636,PAX0000636,FF00000636,Aisle,Halal,WCHR,False,12,92744,Family,2022-01-01,9999-12-31,True,1
637,PAX0000637,FF00000637,Window,Halal,None,False,1,19469,Student,2022-01-01,9999-12-31,True,1
638,PAX0000638,FF00000638,Window,Child,None,True,11,26149,Business Traveler,2022-01-01,9999-12-31,True,1
639,PAX0000639,FF00000639,Aisle,Vegetarian,None,False,6,12378,Business Traveler,2022-01-01,9999-12-31,True,1
640,PAX0000640,FF00000640,Window,Vegan,None,True,1,14914,Leisure,2022-01-01,9999-12-31,True,1
641,PAX0000641,FF00000641,No Preference,Vegan,None,False,2,39769,Leisure,2022-01-01,9999-12-31,True,1
642,PAX0000642,FF00000642,Window,Standard,None,False,2,1810,Student,2022-01-01,9999-12-31,True,1
643,PAX0000643,FF00000643,Aisle,Standard,None,False,9,27133,Leisure,2022-01-01,9999-12-31,True,1
644,PAX0000644,FF00000644,Aisle,Vegetarian,None,False,24,25810,Senior,2022-01-01,9999-12-31,True,1
645,PAX0000645,FF00000645,No Preference,Child,None,False,5,48738,Senior,2022-01-01,9999-12-31,True,1
646,PAX0000646,FF00000646,Aisle,Halal,None,False,9,2477,Student,2022-01-01,9999-12-31,True,1
647,PAX0000647,FF00000647,Aisle,Halal,None,True,10,71585,Family,2022-01-01,9999-12-31,True,1
648,PAX0000648,FF00000648,Aisle,Vegetarian,None,True,6,10543,Senior,2022-01-01,2023-03-31,False,1
3648,PAX0000648,FF00000648,Aisle,Vegetarian,None,True,19,28632,Student,2023-04-01,9999-12-31,True,2
649,PAX0000649,FF00000649,Aisle,Vegetarian,Wheelchair,True,1,4926,Senior,2022-01-01,9999-12-31,True,1
650,PAX0000650,FF00000650,Window,Vegan,None,False,6,27166,Leisure,2022-01-01,9999-12-31,True,1
651,PAX0000651,FF00000651,No Preference,Vegan,None,True,1,84187,Business Traveler,2022-01-01,2023-03-31,False,1
3651,PAX0000651,FF00000651,No Preference,Vegan,None,True,11,101672,Student,2023-04-01,9999-12-31,True,2
652,PAX0000652,FF00000652,Aisle,Vegan,None,False,16,26501,Student,2022-01-01,9999-12-31,True,1
653,PAX0000653,FF00000653,No Preference,Standard,None,True,21,2507,Business Traveler,2022-01-01,2023-03-31,False,1
3653,PAX0000653,FF00000653,No Preference,Standard,None,True,28,13610,Business Traveler,2023-04-01,9999-12-31,True,2
654,PAX0000654,FF00000654,No Preference,Halal,None,False,7,29835,Business Traveler,2022-01-01,2023-03-31,False,1
3654,PAX0000654,FF00000654,No Preference,Halal,None,False,12,36610,Family,2023-04-01,9999-12-31,True,2
655,PAX0000655,FF00000655,No Preference,Vegan,None,False,21,45900,Family,2022-01-01,2023-03-31,False,1
3655,PAX0000655,FF00000655,No Preference,Vegan,None,False,31,60367,Business Traveler,2023-04-01,9999-12-31,True,2
656,PAX0000656,FF00000656,Aisle,Vegan,WCHR,True,3,84845,Student,2022-01-01,9999-12-31,True,1
657,PAX0000657,FF00000657,Aisle,Halal,Wheelchair,False,1,62415,Business Traveler,2022-01-01,2023-03-31,False,1
3657,PAX0000657,FF00000657,Aisle,Halal,Wheelchair,False,11,68291,Business Traveler,2023-04-01,9999-12-31,True,2
658,PAX0000658,FF00000658,Aisle,Vegetarian,None,False,42,5849,Student,2022-01-01,9999-12-31,True,1
659,PAX0000659,FF00000659,No Preference,None,None,True,15,1233,Senior,2022-01-01,9999-12-31,True,1
660,PAX0000660,FF00000660,No Preference,Vegetarian,None,False,6,21787,Family,2022-01-01,2023-03-31,False,1
3660,PAX0000660,FF00000660,No Preference,Vegetarian,None,False,14,37792,Leisure,2023-04-01,9999-12-31,True,2
661,PAX0000661,FF00000661,Window,Child,None,False,10,82436,Student,2022-01-01,9999-12-31,True,1
662,PAX0000662,FF00000662,Aisle,Standard,None,False,13,19691,Student,2022-01-01,9999-12-31,True,1
663,PAX0000663,FF00000663,No Preference,Vegan,None,True,19,90193,Leisure,2022-01-01,9999-12-31,True,1
664,PAX0000664,FF00000664,Window,Vegetarian,None,False,0,121403,Student,2022-01-01,9999-12-31,True,1
665,PAX0000665,FF00000665,No Preference,None,WCHC,True,1,50522,Senior,2022-01-01,9999-12-31,True,1
666,PAX0000666,FF00000666,Window,Vegetarian,None,True,3,4253,Senior,2022-01-01,2023-03-31,False,1
3666,PAX0000666,FF00000666,Window,Vegetarian,None,True,20,20477,Leisure,2023-04-01,9999-12-31,True,2
667,PAX0000667,FF00000667,Window,Vegan,None,True,6,30981,Family,2022-01-01,2023-03-31,False,1
3667,PAX0000667,FF00000667,Window,Vegan,None,True,23,40026,Business Traveler,2023-04-01,9999-12-31,True,2
668,PAX0000668,FF00000668,Aisle,Halal,None,True,5,1683,Business Traveler,2022-01-01,9999-12-31,True,1
669,PAX0000669,FF00000669,Window,Halal,None,True,10,69807,Student,2022-01-01,9999-12-31,True,1
670,PAX0000670,FF00000670,Window,Halal,None,True,5,7313,Family,2022-01-01,2023-03-31,False,1
3670,PAX0000670,FF00000670,Window,Halal,None,True,24,20081,Senior,2023-04-01,9999-12-31,True,2
671,PAX0000671,FF00000671,No Preference,Standard,Wheelchair,False,7,1487,Leisure,2022-01-01,9999-12-31,True,1
672,PAX0000672,FF00000672,No Preference,Halal,None,False,20,52519,Business Traveler,2022-01-01,9999-12-31,True,1
673,PAX0000673,FF00000673,No Preference,Halal,None,False,10,13067,Family,2022-01-01,9999-12-31,True,1
674,PAX0000674,FF00000674,No Preference,Standard,None,False,19,24269,Leisure,2022-01-01,9999-12-31,True,1
675,PAX0000675,FF00000675,No Preference,Vegan,WCHC,False,20,29946,Family,2022-01-01,9999-12-31,True,1
676,PAX0000676,FF00000676,No Preference,Child,None,True,18,27381,Family,2022-01-01,2023-03-31,False,1
3676,PAX0000676,FF00000676,No Preference,Child,None,True,38,41863,Student,2023-04-01,9999-12-31,True,2
677,PAX0000677,FF00000677,Aisle,Standard,None,False,6,95063,Leisure,2022-01-01,9999-12-31,True,1
678,PAX0000678,FF00000678,Window,None,WCHC,False,9,27872,Student,2022-01-01,2023-03-31,False,1
3678,PAX0000678,FF00000678,Window,None,WCHC,False,20,46497,Leisure,2023-04-01,9999-12-31,True,2
679,PAX0000679,FF00000679,Window,Child,None,True,2,29476,Leisure,2022-01-01,9999-12-31,True,1
680,PAX0000680,FF00000680,Window,None,None,False,10,6131,Business Traveler,2022-01-01,9999-12-31,True,1
681,PAX0000681,FF00000681,No Preference,Vegetarian,WCHC,True,0,27817,Family,2022-01-01,9999-12-31,True,1
682,PAX0000682,FF00000682,Window,Standard,None,True,17,22232,Business Traveler,2022-01-01,2023-03-31,False,1
3682,PAX0000682,FF00000682,Window,Standard,None,True,22,27498,Leisure,2023-04-01,9999-12-31,True,2
683,PAX0000683,FF00000683,No Preference,Vegan,None,False,3,32945,Business Traveler,2022-01-01,2023-03-31,False,1
3683,PAX0000683,FF00000683,No Preference,Vegan,None,False,23,49657,Business Traveler,2023-04-01,9999-12-31,True,2
684,PAX0000684,FF00000684,Window,Child,None,False,1,17492,Leisure,2022-01-01,9999-12-31,True,1
685,PAX0000685,FF00000685,Aisle,Standard,WCHR,True,2,6117,Family,2022-01-01,9999-12-31,True,1
686,PAX0000686,FF00000686,Window,None,WCHR,True,2,14667,Senior,2022-01-01,9999-12-31,True,1
687,PAX0000687,FF00000687,No Preference,None,None,False,0,15214,Student,2022-01-01,9999-12-31,True,1
688,PAX0000688,FF00000688,Aisle,None,None,True,8,19808,Business Traveler,2022-01-01,2023-03-31,False,1
3688,PAX0000688,FF00000688,Aisle,None,None,True,27,38493,Business Traveler,2023-04-01,9999-12-31,True,2
689,PAX0000689,FF00000689,Window,Standard,None,False,5,54817,Student,2022-01-01,9999-12-31,True,1
690,PAX0000690,FF00000690,Aisle,Standard,None,True,1,21138,Senior,2022-01-01,9999-12-31,True,1
691,PAX0000691,FF00000691,Aisle,Vegan,None,True,0,2214,Business Traveler,2022-01-01,9999-12-31,True,1
692,PAX0000692,FF00000692,Aisle,Halal,Wheelchair,True,10,25042,Leisure,2022-01-01,9999-12-31,True,1
693,PAX0000693,FF00000693,Aisle,Child,None,False,25,24484,Family,2022-01-01,9999-12-31,True,1
694,PAX0000694,FF00000694,Aisle,Child,None,True,38,1497,Student,2022-01-01,9999-12-31,True,1
695,PAX0000695,FF00000695,Aisle,Vegan,None,False,1,1351,Family,2022-01-01,2023-03-31,False,1
3695,PAX0000695,FF00000695,Aisle,Vegan,None,False,18,8961,Family,2023-04-01,9999-12-31,True,2
696,PAX0000696,FF00000696,Aisle,Standard,None,False,2,23378,Family,2022-01-01,9999-12-31,True,1
697,PAX0000697,FF00000697,No Preference,Standard,None,False,12,1399,Family,2022-01-01,2023-03-31,False,1
3697,PAX0000697,FF00000697,No Preference,Standard,None,False,28,19552,Business Traveler,2023-04-01,9999-12-31,True,2
698,PAX0000698,FF00000698,Window,Halal,None,True,35,55386,Family,2022-01-01,9999-12-31,True,1
699,PAX0000699,FF00000699,No Preference,Child,None,True,4,2409,Business Traveler,2022-01-01,2023-03-31,False,1
3699,PAX0000699,FF00000699,No Preference,Child,None,True,23,21323,Student,2023-04-01,9999-12-31,True,2
700,PAX0000700,FF00000700,No Preference,Child,None,True,2,4072,Senior,2022-01-01,2023-03-31,False,1
3700,PAX0000700,FF00000700,No Preference,Child,None,True,7,21541,Business Traveler,2023-04-01,9999-12-31,True,2
701,PAX0000701,FF00000701,No Preference,Halal,WCHR,True,1,21929,Senior,2022-01-01,9999-12-31,True,1
702,PAX0000702,FF00000702,Window,Vegan,None,False,3,13301,Business Traveler,2022-01-01,9999-12-31,True,1
703,PAX0000703,FF00000703,Aisle,Vegan,None,True,54,34590,Business Traveler,2022-01-01,9999-12-31,True,1
704,PAX0000704,FF00000704,No Preference,Child,None,True,35,4614,Family,2022-01-01,9999-12-31,True,1
705,PAX0000705,FF00000705,Window,Vegan,None,True,5,24272,Leisure,2022-01-01,9999-12-31,True,1
706,PAX0000706,FF00000706,No Preference,Child,None,True,0,125,Student,2022-01-01,9999-12-31,True,1
707,PAX0000707,FF00000707,Window,Standard,Wheelchair,False,13,30801,Student,2022-01-01,9999-12-31,True,1
708,PAX0000708,FF00000708,Window,Halal,None,True,6,20179,Business Traveler,2022-01-01,9999-12-31,True,1
709,PAX0000709,FF00000709,Aisle,Vegan,Wheelchair,True,6,728,Business Traveler,2022-01-01,2023-03-31,False,1
3709,PAX0000709,FF00000709,Aisle,Vegan,Wheelchair,True,18,17264,Senior,2023-04-01,9999-12-31,True,2
710,PAX0000710,FF00000710,Aisle,Halal,WCHR,False,4,5846,Leisure,2022-01-01,9999-12-31,True,1
711,PAX0000711,FF00000711,Aisle,Vegetarian,None,False,1,94202,Student,2022-01-01,2023-03-31,False,1
3711,PAX0000711,FF00000711,Aisle,Vegetarian,None,False,21,107724,Business Traveler,2023-04-01,9999-12-31,True,2
712,PAX0000712,FF00000712,No Preference,Vegetarian,None,False,10,39131,Senior,2022-01-01,9999-12-31,True,1
713,PAX0000713,FF00000713,Aisle,Standard,None,False,4,14984,Business Traveler,2022-01-01,9999-12-31,True,1
714,PAX0000714,FF00000714,Aisle,Child,None,True,3,3059,Business Traveler,2022-01-01,2023-03-31,False,1
3714,PAX0000714,FF00000714,Aisle,Child,None,True,8,18060,Student,2023-04-01,9999-12-31,True,2
715,PAX0000715,FF00000715,Aisle,Standard,WCHC,True,2,47912,Student,2022-01-01,2023-03-31,False,1
3715,PAX0000715,FF00000715,Aisle,Standard,WCHC,True,8,65099,Business Traveler,2023-04-01,9999-12-31,True,2
716,PAX0000716,FF00000716,Aisle,Standard,Wheelchair,True,13,23751,Leisure,2022-01-01,2023-03-31,False,1
3716,PAX0000716,FF00000716,Aisle,Standard,Wheelchair,True,20,42016,Senior,2023-04-01,9999-12-31,True,2
717,PAX0000717,FF00000717,Aisle,None,None,False,7,76698,Student,2022-01-01,9999-12-31,True,1
718,PAX0000718,FF00000718,No Preference,Standard,Wheelchair,False,0,9880,Family,2022-01-01,9999-12-31,True,1
719,PAX0000719,FF00000719,Window,None,None,False,5,45756,Senior,2022-01-01,9999-12-31,True,1
720,PAX0000720,FF00000720,Aisle,Halal,None,False,58,8259,Student,2022-01-01,9999-12-31,True,1
721,PAX0000721,FF00000721,Aisle,None,None,True,24,53268,Senior,2022-01-01,9999-12-31,True,1
722,PAX0000722,FF00000722,No Preference,Standard,None,True,3,15291,Business Traveler,2022-01-01,9999-12-31,True,1
723,PAX0000723,FF00000723,Aisle,Child,None,False,6,114803,Leisure,2022-01-01,9999-12-31,True,1
724,PAX0000724,FF00000724,Aisle,Vegetarian,WCHC,False,2,48157,Senior,2022-01-01,9999-12-31,True,1
725,PAX0000725,FF00000725,Window,Halal,Wheelchair,True,4,39376,Senior,2022-01-01,9999-12-31,True,1
726,PAX0000726,FF00000726,Aisle,Child,None,False,6,25908,Senior,2022-01-01,2023-03-31,False,1
3726,PAX0000726,FF00000726,Aisle,Child,None,False,18,42667,Family,2023-04-01,9999-12-31,True,2
727,PAX0000727,FF00000727,Aisle,Child,None,False,21,48914,Leisure,2022-01-01,9999-12-31,True,1
728,PAX0000728,FF00000728,No Preference,Halal,None,True,24,1844,Family,2022-01-01,2023-03-31,False,1
3728,PAX0000728,FF00000728,No Preference,Halal,None,True,30,14143,Student,2023-04-01,9999-12-31,True,2
729,PAX0000729,FF00000729,Aisle,None,None,False,14,4524,Senior,2022-01-01,9999-12-31,True,1
730,PAX0000730,FF00000730,Aisle,Vegan,None,True,6,23861,Business Traveler,2022-01-01,9999-12-31,True,1
731,PAX0000731,FF00000731,Aisle,Halal,None,False,6,21994,Student,2022-01-01,9999-12-31,True,1
732,PAX0000732,FF00000732,No Preference,Standard,Wheelchair,True,67,4358,Business Traveler,2022-01-01,9999-12-31,True,1
733,PAX0000733,FF00000733,No Preference,Vegan,None,True,13,15125,Leisure,2022-01-01,9999-12-31,True,1
734,PAX0000734,FF00000734,Aisle,None,None,True,1,5185,Leisure,2022-01-01,9999-12-31,True,1
735,PAX0000735,FF00000735,No Preference,Halal,WCHR,False,35,63508,Student,2022-01-01,9999-12-31,True,1
736,PAX0000736,FF00000736,Window,Standard,Wheelchair,True,28,143146,Leisure,2022-01-01,9999-12-31,True,1
737,PAX0000737,FF00000737,No Preference,Halal,Wheelchair,True,2,13175,Business Traveler,2022-01-01,2023-03-31,False,1
3737,PAX0000737,FF00000737,No Preference,Halal,Wheelchair,True,8,19468,Senior,2023-04-01,9999-12-31,True,2
738,PAX0000738,FF00000738,Aisle,Vegetarian,Wheelchair,True,13,19837,Student,2022-01-01,9999-12-31,True,1
739,PAX0000739,FF00000739,No Preference,Child,None,False,6,13286,Business Traveler,2022-01-01,9999-12-31,True,1
740,PAX0000740,FF00000740,Aisle,Standard,None,True,10,25711,Leisure,2022-01-01,9999-12-31,True,1
741,PAX0000741,FF00000741,Aisle,None,None,False,2,19144,Business Traveler,2022-01-01,9999-12-31,True,1
742,PAX0000742,FF00000742,Window,Standard,None,False,9,25339,Student,2022-01-01,9999-12-31,True,1
743,PAX0000743,FF00000743,Aisle,None,None,True,2,40675,Business Traveler,2022-01-01,9999-12-31,True,1
744,PAX0000744,FF00000744,Window,Vegetarian,None,False,0,13147,Business Traveler,2022-01-01,2023-03-31,False,1
3744,PAX0000744,FF00000744,Window,Vegetarian,None,False,8,21774,Student,2023-04-01,9999-12-31,True,2
745,PAX0000745,FF00000745,Aisle,Child,None,True,18,24896,Family,2022-01-01,9999-12-31,True,1
746,PAX0000746,FF00000746,Window,Halal,None,False,3,35618,Leisure,2022-01-01,2023-03-31,False,1
3746,PAX0000746,FF00000746,Window,Halal,None,False,10,41162,Senior,2023-04-01,9999-12-31,True,2
747,PAX0000747,FF00000747,Aisle,Child,WCHR,True,10,47724,Business Traveler,2022-01-01,9999-12-31,True,1
748,PAX0000748,FF00000748,No Preference,Standard,None,False,15,28256,Senior,2022-01-01,9999-12-31,True,1
749,PAX0000749,FF00000749,No Preference,Vegetarian,WCHC,False,8,4287,Leisure,2022-01-01,9999-12-31,True,1
750,PAX0000750,FF00000750,No Preference,Vegetarian,None,False,3,16295,Student,2022-01-01,9999-12-31,True,1
